County_FIPS,County,State,Obesity-2019-Percentage,Primary Care Physicians: Rate per 100000-2019-Rate per 100,000
46097,Miner County,South Dakota,22.7,45.12635
47083,Houston County,Tennessee,22.7,24.38727
48333,Mills County,Texas,22.7,20.52124
48363,Palo Pinto County,Texas,22.7,37.68543
48451,Tom Green County,Texas,22.7,73.8255
48475,Ward County,Texas,22.7,16.66944
08085,Montrose County,Colorado,22.8,79.51728
13239,Quitman County,Georgia,22.8,No Data
20083,Hodgeman County,Kansas,22.8,167.22408000000001
21045,Casey County,Kentucky,22.8,6.1884999999999994
21187,Owen County,Kentucky,22.8,36.69388
28125,Sharkey County,Mississippi,22.8,23.142789999999998
31099,Kearney County,Nebraska,22.8,30.79292
37013,Beaufort County,North Carolina,22.8,46.81449
41017,Deschutes County,Oregon,22.8,102.68498000000001
46003,Aurora County,South Dakota,22.8,No Data
47101,Lewis County,Tennessee,22.8,16.30258
48009,Archer County,Texas,22.8,No Data
48025,Bee County,Texas,22.8,21.49547
48037,Bowie County,Texas,22.8,71.85372
48223,Hopkins County,Texas,22.8,29.662390000000002
48247,Jim Hogg County,Texas,22.8,19.23077
48255,Karnes County,Texas,22.8,25.63938
48261,Kenedy County,Texas,22.8,0
48313,Madison County,Texas,22.8,14.00168
48395,Robertson County,Texas,22.8,5.85686
48453,Travis County,Texas,22.8,87.83677
06035,Lassen County,California,22.9,29.437739999999998
08061,Kiowa County,Colorado,22.9,0
13263,Talbot County,Georgia,22.9,32.284099999999995
18049,Fulton County,Indiana,22.9,45.05858
21223,Trimble County,Kentucky,22.9,23.60996
22027,Claiborne Parish,Louisiana,22.9,38.28973
29085,Hickory County,Missouri,22.9,10.47779
30109,Wibaux County,Montana,22.9,0
32009,Esmeralda County,Nevada,22.9,114.54754000000001
37095,Hyde County,North Carolina,22.9,20.25522
37131,Northampton County,North Carolina,22.9,5.13268
37149,Polk County,North Carolina,22.9,62.7292
40077,Latimer County,Oklahoma,22.9,19.855059999999998
48031,Blanco County,Texas,22.9,41.90764
48185,Grimes County,Texas,22.9,27.700830000000003
48195,Hansford County,Texas,22.9,55.56585
48337,Montague County,Texas,22.9,30.27551
48389,Reeves County,Texas,22.9,31.296950000000002
48405,San Augustine County,Texas,22.9,24.28068
51059,Fairfax County,Virginia,22.9,111.02086999999999
01063,Greene County,Alabama,23,49.31574
08059,Jefferson County,Colorado,23,85.7808
13183,Long County,Georgia,23,No Data
13253,Seminole County,Georgia,23,123.60939
17149,Pike County,Illinois,23,57.8369
21087,Green County,Kentucky,23,18.27986
21181,Nicholas County,Kentucky,23,13.757050000000001
40067,Jefferson County,Oklahoma,23,33.32223
47137,Pickett County,Tennessee,23,59.429480000000005
48227,Howard County,Texas,23,27.27471
48331,Milam County,Texas,23,8.057039999999999
48449,Titus County,Texas,23,42.74809
51127,New Kent County,Virginia,23,34.64553
51181,Surry County,Virginia,23,31.142950000000003
51640,Galax City,Virginia,23,No Data
51750,Radford City,Virginia,23,54.79752
02164,Lake and Peninsula Borough,Alaska,23.1,0
06059,Orange County,California,23.1,100.07268
08027,Custer County,Colorado,23.1,19.73165
08065,Lake County,Colorado,23.1,49.21865
08093,Park County,Colorado,23.1,26.532239999999998
13119,Franklin County,Georgia,23.1,25.69703
13149,Heard County,Georgia,23.1,16.7743
17041,Douglas County,Illinois,23.1,30.82456
20161,Riley County,Kansas,23.1,70.05065
25003,Berkshire County,Massachusetts,23.1,119.25343
26143,Roscommon County,Michigan,23.1,41.63371
30037,Golden Valley County,Montana,23.1,121.80268
37059,Davie County,North Carolina,23.1,46.6788
37113,Macon County,North Carolina,23.1,61.353120000000004
40069,Johnston County,Oklahoma,23.1,27.063599999999997
47127,Moore County,Tennessee,23.1,No Data
48077,Clay County,Texas,23.1,38.200739999999996
48151,Fisher County,Texas,23.1,26.109659999999998
48279,Lamb County,Texas,23.1,38.78073
48463,Uvalde County,Texas,23.1,37.39576
49001,Beaver County,Utah,23.1,89.41878
49009,Daggett County,Utah,23.1,0
50001,Addison County,Vermont,23.1,114.20181000000001
06061,Placer County,California,23.2,124.26913
06079,San Luis Obispo County,California,23.2,82.29988
06109,Tuolumne County,California,23.2,69.75293
08021,Conejos County,Colorado,23.2,36.56307
08095,Phillips County,Colorado,23.2,117.23329
13011,Banks County,Georgia,23.2,20.79651
13049,Charlton County,Georgia,23.2,29.868579999999998
13191,Mcintosh County,Georgia,23.2,No Data
13231,Pike County,Georgia,23.2,21.09482
16033,Clark County,Idaho,23.2,0
17005,Bond County,Illinois,23.2,60.87909
17125,Mason County,Illinois,23.2,22.45677
17165,Saline County,Illinois,23.2,63.85424
20097,Kiowa County,Kansas,23.2,40.40404
22059,Lasalle Parish,Louisiana,23.2,67.15015
25015,Hampshire County,Massachusetts,23.2,137.41217
26129,Ogemaw County,Michigan,23.2,23.81293
28097,Montgomery County,Mississippi,23.2,61.38107
30039,Granite County,Montana,23.2,29.594549999999998
30097,Sweet Grass County,Montana,23.2,53.51887000000001
37055,Dare County,North Carolina,23.2,54.04091
37137,Pamlico County,North Carolina,23.2,31.431710000000002
41025,Harney County,Oregon,23.2,67.63154
41057,Tillamook County,Oregon,23.2,70.27667
46125,Turner County,South Dakota,23.2,No Data
48165,Gaines County,Texas,23.2,9.30579
48371,Pecos County,Texas,23.2,56.87923
48429,Stephens County,Texas,23.2,32.03075
48433,Stonewall County,Texas,23.2,74.07406999999999
48465,Val Verde County,Texas,23.2,34.67619
08025,Crowley County,Colorado,23.3,No Data
08033,Dolores County,Colorado,23.3,48.6618
08041,El Paso County,Colorado,23.3,62.326229999999995
12099,Palm Beach County,Florida,23.3,79.30409999999999
13003,Atkinson County,Georgia,23.3,No Data
13111,Fannin County,Georgia,23.3,45.82251
13181,Lincoln County,Georgia,23.3,25.24934
13321,Worth County,Georgia,23.3,29.63402
17109,Mcdonough County,Illinois,23.3,47.16663
17173,Shelby County,Illinois,23.3,32.35648
20201,Washington County,Kansas,23.3,55.4939
22041,Franklin Parish,Louisiana,23.3,44.96628
23005,Cumberland County,Maine,23.3,168.13388
29227,Worth County,Missouri,23.3,49.6771
37111,Mcdowell County,North Carolina,23.3,30.59708
37199,Yancey County,North Carolina,23.3,60.87775
38047,Logan County,North Dakota,23.3,0
40045,Ellis County,Oklahoma,23.3,51.8269
40057,Harmon County,Oklahoma,23.3,37.69318
42061,Huntingdon County,Pennsylvania,23.3,35.442139999999995
48179,Gray County,Texas,23.3,45.69131
48219,Hockley County,Texas,23.3,60.81404
48351,Newton County,Texas,23.3,No Data
48487,Wilbarger County,Texas,23.3,31.32587
55091,Pepin County,Wisconsin,23.3,41.16921
01079,Lawrence County,Alabama,23.4,15.18649
05073,Lafayette County,Arkansas,23.4,30.19324
06051,Mono County,California,23.4,76.15619
08017,Cheyenne County,Colorado,23.4,0
08055,Huerfano County,Colorado,23.4,72.49529000000001
08115,Sedgwick County,Colorado,23.4,44.483990000000006
17035,Cumberland County,Illinois,23.4,No Data
17053,Ford County,Illinois,23.4,77.15454
17065,Hamilton County,Illinois,23.4,36.96402
20119,Meade County,Kansas,23.4,No Data
25019,Nantucket County,Massachusetts,23.4,52.6362
26071,Iron County,Michigan,23.4,63.25682
35033,Mora County,New Mexico,23.4,No Data
36109,Tompkins County,New York,23.4,81.2292
37007,Anson County,North Carolina,23.4,40.90649
37039,Cherokee County,North Carolina,23.4,41.940439999999995
46117,Stanley County,South Dakota,23.4,129.11556
48019,Bandera County,Texas,23.4,21.633779999999998
48197,Hardeman County,Texas,23.4,127.12942
48273,Kleberg County,Texas,23.4,42.37288
48477,Washington County,Texas,23.4,55.73825
50013,Grand Isle County,Vermont,23.4,69.1085
54021,Gilmer County,West Virginia,23.4,38.34846
02070,Dillingham Census Area,Alaska,23.5,264.44264000000004
02275,Wrangell City and Borough,Alaska,23.5,119.90408000000001
08005,Arapahoe County,Colorado,23.5,80.41548
13033,Burke County,Georgia,23.5,31.27373
13103,Effingham County,Georgia,23.5,21.77429
17049,Effingham County,Illinois,23.5,79.39308
17081,Jefferson County,Illinois,23.5,63.68751
17175,Stark County,Illinois,23.5,18.71958
18057,Hamilton County,Indiana,23.5,141.71136
18155,Switzerland County,Indiana,23.5,No Data
24031,Montgomery County,Maryland,23.5,139.71797999999998
26101,Manistee County,Michigan,23.5,48.86391
29083,Henry County,Missouri,23.5,68.73167000000001
46009,Bon Homme County,South Dakota,23.5,57.96261
46061,Hanson County,South Dakota,23.5,No Data
50015,Lamoille County,Vermont,23.5,86.74395
51003,Albemarle County,Virginia,23.5,143.60194
51043,Clarke County,Virginia,23.5,34.20207
51097,King And Queen County,Virginia,23.5,28.46975
51830,Williamsburg City,Virginia,23.5,13.37435
55031,Douglas County,Wisconsin,23.5,23.174970000000002
55113,Sawyer County,Wisconsin,23.5,78.5119
05129,Searcy County,Arkansas,23.6,25.377489999999998
17085,Jo Daviess County,Illinois,23.6,47.09206
17133,Monroe County,Illinois,23.6,37.53212
17193,White County,Illinois,23.6,29.54864
