County_FIPS,County,State,Obesity-2021-Percentage,Enrolled in Free or Reduced Lunch-2020-2021-Percent
27063,Jackson County,Minnesota,25.6,32.83070596298835
29079,Grundy County,Missouri,25.6,53.513129879347055
29205,Shelby County,Missouri,25.6,49.18533604887983
30091,Sheridan County,Montana,25.6,No Data
40085,Love County,Oklahoma,25.6,76.66098807495742
42119,Union County,Pennsylvania,25.6,35.22782949534542
42131,Wyoming County,Pennsylvania,25.6,53.70251126851255
48015,Austin County,Texas,25.6,53.47222222222222
51009,Amherst County,Virginia,25.6,No Data
15001,Hawaii County,Hawaii,25.7,64.60228940416789
17115,Macon County,Illinois,25.7,No Data
21191,Pendleton County,Kentucky,25.7,61.19604316546763
27093,Meeker County,Minnesota,25.7,29.466119096509242
36047,Kings County,New York,25.7,75.63763343917003
37125,Moore County,North Carolina,25.7,34.74351770089106
37129,New Hanover County,North Carolina,25.7,56.24608395989975
37153,Richmond County,North Carolina,25.7,99.32955899880811
37195,Wilson County,North Carolina,25.7,93.8755980861244
45005,Allendale County,South Carolina,25.7,99.72426470588235
48157,Fort Bend County,Texas,25.7,38.981996937895595
48183,Gregg County,Texas,25.7,65.59040590405904
51023,Botetourt County,Virginia,25.7,No Data
01063,Greene County,Alabama,25.8,84.57502623294857
05047,Franklin County,Arkansas,25.8,56.89485751719619
05059,Hot Spring County,Arkansas,25.8,59.09441233140655
20101,Lane County,Kansas,25.8,46.101694915254235
22037,East Feliciana Parish,Louisiana,25.8,87.85714285714286
22061,Lincoln Parish,Louisiana,25.8,41.570222083203
26151,Sanilac County,Michigan,25.8,54.40540072702095
29093,Iron County,Missouri,25.8,77.56676557863501
32031,Washoe County,Nevada,25.8,46.418178893649376
37031,Carteret County,North Carolina,25.8,75.91482850949892
37035,Catawba County,North Carolina,25.8,44.95597371832119
41051,Multnomah County,Oregon,25.8,No Data
45065,Mccormick County,South Carolina,25.8,95.65217391304348
46051,Grant County,South Dakota,25.8,31.477927063339735
47159,Smith County,Tennessee,25.8,No Data
51127,New Kent County,Virginia,25.8,No Data
13083,Dade County,Georgia,25.9,50.928129462160875
22047,Iberville Parish,Louisiana,25.9,60.956573944366625
26043,Dickinson County,Michigan,25.9,43.37147641641083
26107,Mecosta County,Michigan,25.9,59.40763242832732
29149,Oregon County,Missouri,25.9,63.17647058823529
29225,Webster County,Missouri,25.9,47.61068851180028
31077,Greeley County,Nebraska,25.9,52.76381909547738
36079,Putnam County,New York,25.9,26.79461991839202
47103,Lincoln County,Tennessee,25.9,No Data
47123,Monroe County,Tennessee,25.9,No Data
51113,Madison County,Virginia,25.9,No Data
51163,Rockbridge County,Virginia,25.9,No Data
54017,Doddridge County,West Virginia,25.9,48.63883847549909
04012,La Paz County,Arizona,26,No Data
09005,Litchfield County,Connecticut,26,38.79183129433046
18153,Sullivan County,Indiana,26,51.44836272040302
19093,Ida County,Iowa,26,44.941808415398384
21011,Bath County,Kentucky,26,66.04439959636731
22039,Evangeline Parish,Louisiana,26,49.6680642907058
29073,Gasconade County,Missouri,26,45.41682384006035
29213,Taney County,Missouri,26,62.04734484964811
38045,Lamoure County,North Dakota,26,30.36723163841808
40091,Mcintosh County,Oklahoma,26,71.65354330708661
42089,Monroe County,Pennsylvania,26,43.20812662414363
50023,Washington County,Vermont,26,24.090371732562723
55093,Pierce County,Wisconsin,26,25.57011795543906
01119,Sumter County,Alabama,26.1,80.21015761821366
05075,Lawrence County,Arkansas,26.1,72.89389067524115
06079,San Luis Obispo County,California,26.1,45.11187138575192
18007,Benton County,Indiana,26.1,45.703839122486286
20033,Comanche County,Kansas,26.1,48.35526315789473
26103,Marquette County,Michigan,26.1,36.88429217840983
28131,Stone County,Mississippi,26.1,99.48586118251927
29217,Vernon County,Missouri,26.1,56.299347751458974
31015,Boyd County,Nebraska,26.1,54.12087912087912
38031,Foster County,North Dakota,26.1,17.114093959731544
40005,Atoka County,Oklahoma,26.1,82.1522309711286
48091,Comal County,Texas,26.1,34.78324385522808
51077,Grayson County,Virginia,26.1,No Data
01083,Limestone County,Alabama,26.2,42.739850995894784
05011,Bradley County,Arkansas,26.2,100
06083,Santa Barbara County,California,26.2,61.94204463642908
16009,Benewah County,Idaho,26.2,49.843260188087775
16021,Boundary County,Idaho,26.2,32.60211800302572
19101,Jefferson County,Iowa,26.2,41.62679425837321
21051,Clay County,Kentucky,26.2,73.50266541235497
21167,Mercer County,Kentucky,26.2,58.98305084745763
21237,Wolfe County,Kentucky,26.2,77.31601731601731
21239,Woodford County,Kentucky,26.2,38.15071888943976
42013,Blair County,Pennsylvania,26.2,49.46917601640728
50025,Windham County,Vermont,26.2,39.4752534287418
51111,Lunenburg County,Virginia,26.2,No Data
55137,Waushara County,Wisconsin,26.2,56.56605252842023
56011,Crook County,Wyoming,26.2,34.27835051546392
13027,Brooks County,Georgia,26.3,98.81170018281536
19089,Howard County,Iowa,26.3,41.065171688857745
20109,Logan County,Kansas,26.3,40.14869888475837
27135,Roseau County,Minnesota,26.3,23.851120394986708
31083,Harlan County,Nebraska,26.3,36.54970760233918
34023,Middlesex County,New Jersey,26.3,34.433965907423286
37099,Jackson County,North Carolina,26.3,41.75732217573222
46005,Beadle County,South Dakota,26.3,50.676923076923075
47075,Haywood County,Tennessee,26.3,No Data
54105,Wirt County,West Virginia,26.3,52.63713080168776
55095,Polk County,Wisconsin,26.3,43.74349055200119
02290,Yukon-Koyukuk Census Area,Alaska,26.4,No Data
17095,Knox County,Illinois,26.4,No Data
17179,Tazewell County,Illinois,26.4,No Data
18119,Owen County,Indiana,26.4,48.23848238482385
21135,Lewis County,Kentucky,26.4,66.6512274201019
24027,Howard County,Maryland,26.4,19.19780776011031
25001,Barnstable County,Massachusetts,26.4,No Data
29109,Lawrence County,Missouri,26.4,57.53956404896984
31101,Keith County,Nebraska,26.4,49.53703703703704
34019,Hunterdon County,New Jersey,26.4,10.061717909518148
41013,Crook County,Oregon,26.4,No Data
42121,Venango County,Pennsylvania,26.4,63.26637554585153
55037,Florence County,Wisconsin,26.4,50.26595744680851
19051,Davis County,Iowa,26.5,49.960348929421095
25023,Plymouth County,Massachusetts,26.5,No Data
27045,Fillmore County,Minnesota,26.5,22.387030010348397
27161,Waseca County,Minnesota,26.5,27.872619829284307
31071,Garfield County,Nebraska,26.5,34.90566037735849
35057,Torrance County,New Mexico,26.5,65.88541666666666
37021,Buncombe County,North Carolina,26.5,39.675915482367095
38069,Pierce County,North Dakota,26.5,23.211446740858506
42027,Centre County,Pennsylvania,26.5,23.462877030162414
46065,Hughes County,South Dakota,26.5,27.353780313837373
51105,Lee County,Virginia,26.5,No Data
55031,Douglas County,Wisconsin,26.5,47.71947873799726
55123,Vernon County,Wisconsin,26.5,44.545929018789145
56017,Hot Springs County,Wyoming,26.5,30.745341614906835
05081,Little River County,Arkansas,26.6,69.1817215727949
17091,Kankakee County,Illinois,26.6,No Data
19129,Mills County,Iowa,26.6,39.47686116700201
19173,Taylor County,Iowa,26.6,50.58708414872799
21141,Logan County,Kentucky,26.6,56.121758737316796
27053,Hennepin County,Minnesota,26.6,35.93788358882133
27133,Rock County,Minnesota,26.6,26.598465473145783
28037,Franklin County,Mississippi,26.6,98.9237668161435
29177,Ray County,Missouri,26.6,39.1812865497076
35037,Quay County,New Mexico,26.6,82.99925760950259
40001,Adair County,Oklahoma,26.6,89.80936690986114
40099,Murray County,Oklahoma,26.6,51.29789864029666
42069,Lackawanna County,Pennsylvania,26.6,60.00630442491824
51095,James City County,Virginia,26.6,No Data
55001,Adams County,Wisconsin,26.6,62.10847975553858
55083,Oconto County,Wisconsin,26.6,39.906312737006466
01007,Bibb County,Alabama,26.7,48.21944177093359
06007,Butte County,California,26.7,59.78863299941478
08014,Broomfield County,Colorado,26.7,21.241513094083412
13091,Dodge County,Georgia,26.7,77.42693987235472
13199,Meriwether County,Georgia,26.7,87.96698523023457
17097,Lake County,Illinois,26.7,No Data
30015,Chouteau County,Montana,26.7,No Data
30081,Ravalli County,Montana,26.7,No Data
47025,Claiborne County,Tennessee,26.7,No Data
48507,Zavala County,Texas,26.7,84.80909829406986
51187,Warren County,Virginia,26.7,No Data
53037,Kittitas County,Washington,26.7,42.72452068617558
55035,Eau Claire County,Wisconsin,26.7,38.596244461635834
13207,Monroe County,Georgia,26.8,40.759312320916905
13261,Sumter County,Georgia,26.8,95.11507750117426
26061,Houghton County,Michigan,26.8,44.80222619757504
28053,Humphreys County,Mississippi,26.8,100
32001,Churchill County,Nevada,26.8,86.97996918335902
33003,Carroll County,New Hampshire,26.8,30.945236309077266
37161,Rutherford County,North Carolina,26.8,99.15310308323409
39121,Noble County,Ohio,26.8,No Data
40149,Washita County,Oklahoma,26.8,66.94677871148458
41057,Tillamook County,Oregon,26.8,No Data
42059,Greene County,Pennsylvania,26.8,44.54891426012984
46089,Mcpherson County,South Dakota,26.8,51.822916666666664
46125,Turner County,South Dakota,26.8,21.059782608695652
50013,Grand Isle County,Vermont,26.8,38.43416370106761
05043,Drew County,Arkansas,26.9,67.20522516328636
13121,Fulton County,Georgia,26.9,52.88687383450298
17043,Dupage County,Illinois,26.9,No Data
18057,Hamilton County,Indiana,26.9,16.538825603029018
23023,Sagadahoc County,Maine,26.9,31.897480077536077
28143,Tunica County,Mississippi,26.9,100
30001,Beaverhead County,Montana,26.9,No Data
33009,Grafton County,New Hampshire,26.9,24.384830647495896
36081,Queens County,New York,26.9,73.32735754138847
41029,Jackson County,Oregon,26.9,No Data
45013,Beaufort County,South Carolina,26.9,51.24723573639982
48451,Tom Green County,Texas,26.9,51.60510691956076
51061,Fauquier County,Virginia,26.9,No Data
18103,Miami County,Indiana,27,53.16647705726204
18121,Parke County,Indiana,27,54.17984636240397
18133,Putnam County,Indiana,27,48.2295719844358
19141,O&#39;brien County,Iowa,27,39.57081545064378
20161,Riley County,Kansas,27,37.789685197588746
21049,Clark County,Kentucky,27,61.87145557655954
21185,Oldham County,Kentucky,27,19.241301546391753
26161,Washtenaw County,Michigan,27,32.7621082297325
27087,Mahnomen County,Minnesota,27,66.80361544782252
48257,Kaufman County,Texas,27,52.74487006253339
50001,Addison County,Vermont,27,28.938832252085263
51049,Cumberland County,Virginia,27,No Data
05005,Baxter County,Arkansas,27.1,57.34441437959026
13055,Chattooga County,Georgia,27.1,67.91197543500512
13123,Gilmer County,Georgia,27.1,58.4042811967891
13189,Mcduffie County,Georgia,27.1,85.27466206499857
20081,Haskell County,Kansas,27.1,68.91271056661562
20119,Meade County,Kansas,27.1,50.89430894308943
20179,Sheridan County,Kansas,27.1,40.647482014388494
22085,Sabine Parish,Louisiana,27.1,54.73659343255375
23013,Knox County,Maine,27.1,36.98060941828255
29179,Reynolds County,Missouri,27.1,64.77272727272727
37139,Pasquotank County,North Carolina,27.1,97.47950819672131
45033,Dillon County,South Carolina,27.1,89.22342573893887
47119,Maury County,Tennessee,27.1,No Data
48453,Travis County,Texas,27.1,50.13063043849173
51115,Mathews County,Virginia,27.1,No Data
53009,Clallam County,Washington,27.1,48.398785623347365
56043,Washakie County,Wyoming,27.1,32.96789350039154
13131,Grady County,Georgia,27.2,100
13169,Jones County,Georgia,27.2,51.680343884329815
13255,Spalding County,Georgia,27.2,66.48391434778111
13305,Wayne County,Georgia,27.2,72.38969854262328
17037,Dekalb County,Illinois,27.2,No Data
18105,Monroe County,Indiana,27.2,34.70466395257482
21123,Larue County,Kentucky,27.2,56.988783433994826
27011,Big Stone County,Minnesota,27.2,37.33170134638923
29027,Callaway County,Missouri,27.2,48.28450269853508
32033,White Pine County,Nevada,27.2,66.0931899641577
36041,Hamilton County,New York,27.2,38.287153652392945
38103,Wells County,North Dakota,27.2,33.7037037037037
42095,Northampton County,Pennsylvania,27.2,45.99016019970432
53051,Pend Oreille County,Washington,27.2,61.137440758293835
55081,Monroe County,Wisconsin,27.2,43.7774316862523
56013,Fremont County,Wyoming,27.2,42.54826254826255
56029,Park County,Wyoming,27.2,32.44545915778792
01019,Cherokee County,Alabama,27.3,55.46569266892774
05149,Yell County,Arkansas,27.3,80.70991432068544
13019,Berrien County,Georgia,27.3,65.5949618826649
16029,Caribou County,Idaho,27.3,32.67796610169491
19119,Lyon County,Iowa,27.3,29.851439182915506
21069,Fleming County,Kentucky,27.3,60.74108818011257
27073,Lac Qui Parle County,Minnesota,27.3,37.565217391304344
29171,Putnam County,Missouri,27.3,45.482866043613704
37023,Burke County,North Carolina,27.3,53.359884755529194
41033,Josephine County,Oregon,27.3,No Data
42115,Susquehanna County,Pennsylvania,27.3,53.43430785487848
51137,Orange County,Virginia,27.3,No Data
51760,Richmond City,Virginia,27.3,No Data
53059,Skamania County,Washington,27.3,40.354330708661415
54075,Pocahontas County,West Virginia,27.3,54.422476586888656
55099,Price County,Wisconsin,27.3,49.13563829787234
05051,Garland County,Arkansas,27.4,67.0171002728059
08041,El Paso County,Colorado,27.4,38.503198535655656
09013,Tolland County,Connecticut,27.4,27.05194513154936
16055,Kootenai County,Idaho,27.4,25.129615436634957
18143,Scott County,Indiana,27.4,57.893381406129286
19151,Pocahontas County,Iowa,27.4,57.16034271725826
20137,Norton County,Kansas,27.4,42.934782608695656
23009,Hancock County,Maine,27.4,37.77074308563812
28039,George County,Mississippi,27.4,99.37548790007807
30023,Deer Lodge County,Montana,27.4,No Data
30053,Lincoln County,Montana,27.4,No Data
30063,Missoula County,Montana,27.4,No Data
31057,Dundy County,Nebraska,27.4,57.34767025089605
34039,Union County,New Jersey,27.4,42.25310498380238
36077,Otsego County,New York,27.4,44.22076832746183
38041,Hettinger County,North Dakota,27.4,47.30769230769231
46045,Edmunds County,South Dakota,27.4,26.676176890156917
46055,Haakon County,South Dakota,27.4,18.97590361445783
51121,Montgomery County,Virginia,27.4,No Data
53019,Ferry County,Washington,27.4,60.654112983151634
55085,Oneida County,Wisconsin,27.4,49.193548387096776
55103,Richland County,Wisconsin,27.4,53.784119106699755
16001,Ada County,Idaho,27.5,22.425112575866343
16059,Lemhi County,Idaho,27.5,43.56435643564357
18165,Vermillion County,Indiana,27.5,52.60285474391267
18179,Wells County,Indiana,27.5,34.8922326148841
20147,Phillips County,Kansas,27.5,41.247002398081534
29053,Cooper County,Missouri,27.5,68.44577284372332
30065,Musselshell County,Montana,27.5,No Data
30093,Silver Bow County,Montana,27.5,No Data
37179,Union County,North Carolina,27.5,24.941216396383293
38051,Mcintosh County,North Dakota,27.5,44.88778054862843
42017,Bucks County,Pennsylvania,27.5,24.954645217766387
01013,Butler County,Alabama,27.6,78.54004731328152
05041,Desha County,Arkansas,27.6,100
18025,Crawford County,Indiana,27.6,57.65636232925952
37025,Cabarrus County,North Carolina,27.6,40.70973797022043
42029,Chester County,Pennsylvania,27.6,27.62088364279997
47097,Lauderdale County,Tennessee,27.6,No Data
47111,Macon County,Tennessee,27.6,No Data
48073,Cherokee County,Texas,27.6,66.01325492392421
48479,Webb County,Texas,27.6,82.67979761474521
51099,King George County,Virginia,27.6,No Data
55057,Juneau County,Wisconsin,27.6,58.44935844935845
01071,Jackson County,Alabama,27.7,55.26315789473685
13015,Bartow County,Georgia,27.7,49.941396439136014
13177,Lee County,Georgia,27.7,41.796200345423145
19063,Emmet County,Iowa,27.7,53.727144866385366
19169,Story County,Iowa,27.7,25.725524475524473
20053,Ellsworth County,Kansas,27.7,35.6297093649085
20105,Lincoln County,Kansas,27.7,54.26695842450766
20183,Smith County,Kansas,27.7,46.441947565543074
25003,Berkshire County,Massachusetts,27.7,No Data
27155,Traverse County,Minnesota,27.7,42.057761732851986
28135,Tallahatchie County,Mississippi,27.7,99.03784477228993
29065,Dent County,Missouri,27.7,84.84432234432234
37037,Chatham County,North Carolina,27.7,37.09659155248556
37157,Rockingham County,North Carolina,27.7,62.98515238343319
42091,Montgomery County,Pennsylvania,27.7,31.833381673007693
02013,Aleutians East Borough,Alaska,27.8,No Data
02220,Sitka City and Borough,Alaska,27.8,No Data
06037,Los Angeles County,California,27.8,68.85426513297546
08003,Alamosa County,Colorado,27.8,67.47311827956989
18139,Rush County,Indiana,27.8,57.361820715281
18147,Spencer County,Indiana,27.8,36.934984520123834
28057,Itawamba County,Mississippi,27.8,99.46714031971581
29039,Cedar County,Missouri,27.8,62.730806608357625
29125,Maries County,Missouri,27.8,52.928647497337586
30007,Broadwater County,Montana,27.8,No Data
33015,Rockingham County,New Hampshire,27.8,10.044139519263062
42041,Cumberland County,Pennsylvania,27.8,32.086688475088074
47023,Chester County,Tennessee,27.8,No Data
47057,Grainger County,Tennessee,27.8,No Data
50003,Bennington County,Vermont,27.8,52.648839556004035
51109,Louisa County,Virginia,27.8,No Data
51145,Powhatan County,Virginia,27.8,No Data
55131,Washington County,Wisconsin,27.8,23.366591567428387
56023,Lincoln County,Wyoming,27.8,24.13890457368718
01129,Washington County,Alabama,27.9,53.790199081163856
08125,Yuma County,Colorado,27.9,56.98866702644361
17167,Sangamon County,Illinois,27.9,No Data
29035,Carter County,Missouri,27.9,66.90777576853526
29075,Gentry County,Missouri,27.9,45
30095,Stillwater County,Montana,27.9,No Data
35001,Bernalillo County,New Mexico,27.9,66.13996474053634
37107,Lenoir County,North Carolina,27.9,99.22096317280453
47173,Union County,Tennessee,27.9,No Data
50017,Orange County,Vermont,27.9,40.494719288493606
55097,Portage County,Wisconsin,27.9,35.69742379144001
56033,Sheridan County,Wyoming,27.9,29.297117976363257
01099,Monroe County,Alabama,28,70.84390862944161
02063,Chugach Census Area,Alaska,28,No Data
02198,Prince of Wales-Hyder Census Area,Alaska,28,No Data
21063,Elliott County,Kentucky,28,70.51416579223505
21231,Wayne County,Kentucky,28,78.32748164698373
29059,Dallas County,Missouri,28,58.49500293944738
35053,Socorro County,New Mexico,28,100
37091,Hertford County,North Carolina,28,99.20514761544284
53047,Okanogan County,Washington,28,56.01295430010795
56015,Goshen County,Wyoming,28,33.47692307692308
05021,Clay County,Arkansas,28.1,65.56462000858738
08075,Logan County,Colorado,28.1,43.369565217391305
13067,Cobb County,Georgia,28.1,40.49448282974116
13089,Dekalb County,Georgia,28.1,63.51063421375921
19159,Ringgold County,Iowa,28.1,54.01974612129761
25009,Essex County,Massachusetts,28.1,No Data
36091,Saratoga County,New York,28.1,26.18048796858744
38099,Walsh County,North Dakota,28.1,36.35863586358636
51680,Lynchburg City,Virginia,28.1,No Data
53007,Chelan County,Washington,28.1,51.946803396891525
53057,Skagit County,Washington,28.1,51.12489884003237
13057,Cherokee County,Georgia,28.2,27.474906046334617
16017,Bonner County,Idaho,28.2,30.367100371747213
16057,Latah County,Idaho,28.2,25.962981490745374
20091,Johnson County,Kansas,28.2,21.421693808347637
22031,De Soto Parish,Louisiana,28.2,45.284974093264246
25005,Bristol County,Massachusetts,28.2,No Data
27109,Olmsted County,Minnesota,28.2,28.302722732398905
28149,Warren County,Mississippi,28.2,99.98618021006081
37009,Ashe County,North Carolina,28.2,99.02268760907505
40065,Jackson County,Oklahoma,28.2,55.048859934853425
51007,Amelia County,Virginia,28.2,No Data
51107,Loudoun County,Virginia,28.2,No Data
53065,Stevens County,Washington,28.2,43.13391805210106
01123,Tallapoosa County,Alabama,28.3,62.29221347331584
08077,Mesa County,Colorado,28.3,53.090584383371365
13213,Murray County,Georgia,28.3,64.9288411269242
17111,Mchenry County,Illinois,28.3,No Data
18183,Whitley County,Indiana,28.3,28.37283906612012
20043,Doniphan County,Kansas,28.3,37.75671406003159
20049,Elk County,Kansas,28.3,62.301587301587304
26113,Missaukee County,Michigan,28.3,62.332253586302635
28013,Calhoun County,Mississippi,28.3,99.20212765957447
31099,Kearney County,Nebraska,28.3,35.4215003866976
36111,Ulster County,New York,28.3,42.5217058919893
37169,Stokes County,North Carolina,28.3,45.15379113018598
37171,Surry County,North Carolina,28.3,46
39055,Geauga County,Ohio,28.3,No Data
46035,Davison County,South Dakota,28.3,31.485451761102603
48135,Ector County,Texas,28.3,52.976190476190474
55071,Manitowoc County,Wisconsin,28.3,39.177844253594515
02110,Juneau City and Borough,Alaska,28.4,No Data
08043,Fremont County,Colorado,28.4,52.62939958592132
19077,Guthrie County,Iowa,28.4,39.9077868852459
19123,Mahaska County,Iowa,28.4,41.075881724260775
20077,Harper County,Kansas,28.4,60.631578947368425
20135,Ness County,Kansas,28.4,50
21025,Breathitt County,Kentucky,28.4,74.05857740585773
22003,Allen Parish,Louisiana,28.4,56.218304757305006
28005,Amite County,Mississippi,28.4,100
30049,Lewis And Clark County,Montana,28.4,No Data
30061,Mineral County,Montana,28.4,No Data
33013,Merrimack County,New Hampshire,28.4,22.265335235378032
36103,Suffolk County,New York,28.4,39.05341962860772
36123,Yates County,New York,28.4,51.77829099307159
40073,Kingfisher County,Oklahoma,28.4,54.30242272347535
48181,Grayson County,Texas,28.4,54.59983150800337
53071,Walla Walla County,Washington,28.4,54.665113570180544
06095,Solano County,California,28.5,49.51095303532455
08099,Prowers County,Colorado,28.5,58.310120705663884
16035,Clearwater County,Idaho,28.5,37.38693467336683
17099,Lasalle County,Illinois,28.5,No Data
21221,Trigg County,Kentucky,28.5,54.9740932642487
22007,Assumption Parish,Louisiana,28.5,50.97730138713745
22071,Orleans Parish,Louisiana,28.5,65.99623008886219
26035,Clare County,Michigan,28.5,62.57098606091894
27113,Pennington County,Minnesota,28.5,32.59566620562471
28153,Wayne County,Mississippi,28.5,100
29135,Moniteau County,Missouri,28.5,45.33333333333333
30029,Flathead County,Montana,28.5,No Data
35017,Grant County,New Mexico,28.5,86.21659634317862
39005,Ashland County,Ohio,28.5,No Data
42105,Potter County,Pennsylvania,28.5,42.89841116995667
46033,Custer County,South Dakota,28.5,26.996625421822273
47043,Dickson County,Tennessee,28.5,No Data
51131,Northampton County,Virginia,28.5,No Data
51570,Colonial Heights City,Virginia,28.5,No Data
53017,Douglas County,Washington,28.5,60.50650239561944
13059,Clarke County,Georgia,28.6,75.48439730777076
13129,Gordon County,Georgia,28.6,56.086667300199565
16049,Idaho County,Idaho,28.6,34.887946698970325
19071,Fremont County,Iowa,28.6,44.06779661016949
26093,Livingston County,Michigan,28.6,21.054314375924225
28161,Yalobusha County,Mississippi,28.6,99.59100204498978
36021,Columbia County,New York,28.6,44.61661341853035
47017,Carroll County,Tennessee,28.6,No Data
51085,Hanover County,Virginia,28.6,No Data
51155,Pulaski County,Virginia,28.6,No Data
51199,York County,Virginia,28.6,No Data
53013,Columbia County,Washington,28.6,52.83446712018141
53029,Island County,Washington,28.6,34.14605828398932
55005,Barron County,Wisconsin,28.6,48.10661037076132
55043,Grant County,Wisconsin,28.6,46.010407632263664
06031,Kings County,California,28.7,70.92899184249475
19175,Union County,Iowa,28.7,55.096706743335076
20093,Kearny County,Kansas,28.7,56.27906976744186
21145,Mccracken County,Kentucky,28.7,53.2132908873856
26027,Cass County,Michigan,28.7,56.63160969909436
26125,Oakland County,Michigan,28.7,33.23196725970556
28139,Tippah County,Mississippi,28.7,99.36742224565103
31133,Pawnee County,Nebraska,28.7,57.26495726495726
47089,Jefferson County,Tennessee,28.7,No Data
51590,Danville City,Virginia,28.7,No Data
01095,Marshall County,Alabama,28.8,45.10750575422444
13235,Pulaski County,Georgia,28.8,85.625
19097,Jackson County,Iowa,28.8,41.21546961325967
22093,St. James Parish,Louisiana,28.8,42.077117928511115
26109,Menominee County,Michigan,28.8,56.487131865216234
27055,Houston County,Minnesota,28.8,28.98930804922332
27173,Yellow Medicine County,Minnesota,28.8,38.34080717488789
28029,Copiah County,Mississippi,28.8,100
29009,Barry County,Missouri,28.8,60.87523277467412
29055,Crawford County,Missouri,28.8,54.066834804539724
31029,Chase County,Nebraska,28.8,43.80053908355795
32013,Humboldt County,Nevada,28.8,53.631627336806616
35007,Colfax County,New Mexico,28.8,89.46322067594433
35047,San Miguel County,New Mexico,28.8,100
37083,Halifax County,North Carolina,28.8,82.93220072361177
39091,Logan County,Ohio,28.8,No Data
45039,Fairfield County,South Carolina,28.8,98.69281045751634
47145,Roane County,Tennessee,28.8,No Data
49005,Cache County,Utah,28.8,35.14280516645443
49053,Washington County,Utah,28.8,30.17201072913847
02150,Kodiak Island Borough,Alaska,28.9,No Data
13295,Walker County,Georgia,28.9,65.23041950816284
17031,Cook County,Illinois,28.9,No Data
17113,Mclean County,Illinois,28.9,No Data
17161,Rock Island County,Illinois,28.9,No Data
19007,Appanoose County,Iowa,28.9,50.701298701298704
20031,Coffey County,Kansas,28.9,42.31564438318401
30077,Powell County,Montana,28.9,No Data
37019,Brunswick County,North Carolina,28.9,99.46387330913889
37165,Scotland County,North Carolina,28.9,99.43718228031953
38001,Adams County,North Dakota,28.9,18.79432624113475
46017,Buffalo County,South Dakota,28.9,No Data
47079,Henry County,Tennessee,28.9,No Data
05135,Sharp County,Arkansas,29,89.60763520678685
16061,Lewis County,Idaho,29,51.657458563535904
18033,Dekalb County,Indiana,29,40.4709986916703
19103,Johnson County,Iowa,29,31.353693331924337
24013,Carroll County,Maryland,29,21.752942613937197
24029,Kent County,Maryland,29,51.76600441501103
29017,Bollinger County,Missouri,29,63.316002310803
31073,Gosper County,Nebraska,29,35.37735849056604
31105,Kimball County,Nebraska,29,48.261758691206545
31139,Pierce County,Nebraska,29,35.30864197530864
36027,Dutchess County,New York,29,35.476567188608215
37049,Craven County,North Carolina,29,58.194923221560636
42101,Philadelphia County,Pennsylvania,29,95.71896915748039
51093,Isle Of Wight County,Virginia,29,No Data
13087,Decatur County,Georgia,29.1,97.27594094406321
13145,Harris County,Georgia,29.1,29.365658038643822
18131,Pulaski County,Indiana,29.1,49.531680440771346
20181,Sherman County,Kansas,29.1,43.74307862679956
21183,Ohio County,Kentucky,29.1,64.0686274509804
21219,Todd County,Kentucky,29.1,53.96498455200825
26069,Iosco County,Michigan,29.1,67.82485875706215
27047,Freeborn County,Minnesota,29.1,43.84633625800332
28071,Lafayette County,Mississippi,29.1,99.58853380880538
29045,Clark County,Missouri,29.1,50.314465408805034
34031,Passaic County,New Jersey,29.1,55.25179161740221
37045,Cleveland County,North Carolina,29.1,67.60900140646976
37063,Durham County,North Carolina,29.1,56.84734670650163
39123,Ottawa County,Ohio,29.1,No Data
41035,Klamath County,Oregon,29.1,No Data
48199,Hardin County,Texas,29.1,46.534464677280965
51069,Frederick County,Virginia,29.1,No Data
51193,Westmoreland County,Virginia,29.1,No Data
51775,Salem City,Virginia,29.1,No Data
55017,Chippewa County,Wisconsin,29.1,41.50057273768614
01053,Escambia County,Alabama,29.2,65.87615283267458
06023,Humboldt County,California,29.2,58.619509412435825
19165,Shelby County,Iowa,29.2,39.884393063583815
22069,Natchitoches Parish,Louisiana,29.2,80.52962145645901
26111,Midland County,Michigan,29.2,39.06646816708994
28045,Hancock County,Mississippi,29.2,99.74235657849536
38015,Burleigh County,North Dakota,29.2,18.942069276429486
42051,Fayette County,Pennsylvania,29.2,74.42161761984083
45017,Calhoun County,South Carolina,29.2,100
48121,Denton County,Texas,29.2,32.259779108647145
48339,Montgomery County,Texas,29.2,45.12449647424611
51670,Hopewell City,Virginia,29.2,No Data
54013,Calhoun County,West Virginia,29.2,54.5045045045045
56019,Johnson County,Wyoming,29.2,29.64527027027027
05023,Cleburne County,Arkansas,29.3,60.132995566814444
06047,Merced County,California,29.3,75.49026295146824
13097,Douglas County,Georgia,29.3,55.130582599289134
13107,Emanuel County,Georgia,29.3,86.80402256561197
19039,Clarke County,Iowa,29.3,49.074074074074076
20007,Barber County,Kansas,29.3,46.757164404223225
31003,Antelope County,Nebraska,29.3,46.435100548446066
42045,Delaware County,Pennsylvania,29.3,53.73634821333899
48041,Brazos County,Texas,29.3,57.55921010857832
48469,Victoria County,Texas,29.3,65.5945287107259
49049,Utah County,Utah,29.3,21.0714523539988
05103,Ouachita County,Arkansas,29.4,85.40389972144847
13025,Brantley County,Georgia,29.4,71.12220916568742
18157,Tippecanoe County,Indiana,29.4,44.462299657461834
