County_FIPS,County,State,Obesity-2021-Percentage,Enrolled in Free or Reduced Lunch-2020-2021-Percent
26119,Montmorency County,Michigan,21.1,63.60248447204969
29057,Dade County,Missouri,21.1,62.76595744680851
31103,Keya Paha County,Nebraska,21.1,47.42268041237113
37003,Alexander County,North Carolina,21.1,45.77865266841645
46085,Lyman County,South Dakota,21.1,41.30434782608695
48019,Bandera County,Texas,21.1,51.48475120385233
51157,Rappahannock County,Virginia,21.1,No Data
51620,Franklin City,Virginia,21.1,No Data
13035,Butts County,Georgia,21.2,88.59393232205367
13287,Turner County,Georgia,21.2,100
21061,Edmonson County,Kentucky,21.2,51.02902374670185
21187,Owen County,Kentucky,21.2,62.81179138321995
31085,Hayes County,Nebraska,21.2,57.8125
37137,Pamlico County,North Carolina,21.2,80.01175778953557
40141,Tillman County,Oklahoma,21.2,79.97043606799704
46025,Clark County,South Dakota,21.2,35.19781718963165
47021,Cheatham County,Tennessee,21.2,No Data
47033,Crockett County,Tennessee,21.2,No Data
48265,Kerr County,Texas,21.2,58.27039834147786
54093,Tucker County,West Virginia,21.2,38.60021208907741
01085,Lowndes County,Alabama,21.3,96.93795326349718
02230,Skagway Municipality,Alaska,21.3,No Data
06115,Yuba County,California,21.3,63.05391686102346
08035,Douglas County,Colorado,21.3,12.146109681251236
13165,Jenkins County,Georgia,21.3,100
16025,Camas County,Idaho,21.3,34.92063492063492
22027,Claiborne Parish,Louisiana,21.3,66.8488160291439
26019,Benzie County,Michigan,21.3,57.56097560975609
30107,Wheatland County,Montana,21.3,No Data
32021,Mineral County,Nevada,21.3,100
37199,Yancey County,North Carolina,21.3,38.718082334549244
40029,Coal County,Oklahoma,21.3,63.81514257620452
40103,Noble County,Oklahoma,21.3,51.32223310479922
47007,Bledsoe County,Tennessee,21.3,No Data
48499,Wood County,Texas,21.3,60.19417475728155
17137,Morgan County,Illinois,21.4,No Data
18171,Warren County,Indiana,21.4,44.19847328244275
34027,Morris County,New Jersey,21.4,13.517443873523261
41063,Wallowa County,Oregon,21.4,No Data
47055,Giles County,Tennessee,21.4,No Data
48057,Calhoun County,Texas,21.4,59.277370279815266
48331,Milam County,Texas,21.4,65.912689436779
48503,Young County,Texas,21.4,56.19524405506884
04011,Greenlee County,Arizona,21.5,No Data
13231,Pike County,Georgia,21.5,32.062188325022
22059,Lasalle Parish,Louisiana,21.5,32.93528505392912
37041,Chowan County,North Carolina,21.5,56.864807995791686
41003,Benton County,Oregon,21.5,No Data
46107,Potter County,South Dakota,21.5,21.005917159763314
47117,Marshall County,Tennessee,21.5,No Data
48025,Bee County,Texas,21.5,80.30933967876264
48427,Starr County,Texas,21.5,90.94333162129772
55077,Marquette County,Wisconsin,21.5,53.24833029751063
08045,Garfield County,Colorado,21.6,41.045468605010825
13315,Wilcox County,Georgia,21.6,87.85357737104825
16023,Butte County,Idaho,21.6,31.043956043956044
21233,Webster County,Kentucky,21.6,56.481905634448005
27077,Lake Of The Woods County,Minnesota,21.6,26.226012793176974
35055,Taos County,New Mexico,21.6,90.29176349083397
48221,Hood County,Texas,21.6,52.990591397849464
49009,Daggett County,Utah,21.6,17.48878923766816
01131,Wilcox County,Alabama,21.7,94.42857142857143
13269,Taylor County,Georgia,21.7,96.66666666666667
13293,Upson County,Georgia,21.7,85.01483679525222
17131,Mercer County,Illinois,21.7,No Data
21171,Monroe County,Kentucky,21.7,70.37849698299506
27081,Lincoln County,Minnesota,21.7,27.89473684210526
41015,Curry County,Oregon,21.7,No Data
42025,Carbon County,Pennsylvania,21.7,56.11615245009074
47005,Benton County,Tennessee,21.7,No Data
01057,Fayette County,Alabama,21.8,62.48852157943067
05113,Polk County,Arkansas,21.8,77.29729729729729
17019,Champaign County,Illinois,21.8,No Data
18111,Newton County,Indiana,21.8,53.948038716250636
28119,Quitman County,Mississippi,21.8,100
31117,Mcpherson County,Nebraska,21.8,9.836065573770492
37033,Caswell County,North Carolina,21.8,72.74725274725274
38013,Burke County,North Dakota,21.8,19.63350785340314
47085,Humphreys County,Tennessee,21.8,No Data
47161,Stewart County,Tennessee,21.8,No Data
48217,Hill County,Texas,21.8,61.76191979791601
51079,Greene County,Virginia,21.8,No Data
51119,Middlesex County,Virginia,21.8,No Data
51840,Winchester City,Virginia,21.8,No Data
01075,Lamar County,Alabama,21.9,56.28029969149405
08031,Denver County,Colorado,21.9,61.750857604089596
13155,Irwin County,Georgia,21.9,75.30266343825666
17027,Clinton County,Illinois,21.9,No Data
17157,Randolph County,Illinois,21.9,No Data
18155,Switzerland County,Indiana,21.9,53.97260273972603
20163,Rooks County,Kansas,21.9,43.88133498145859
20207,Woodson County,Kansas,21.9,55.73394495412845
26097,Mackinac County,Michigan,21.9,51.40728476821192
30089,Sanders County,Montana,21.9,No Data
37075,Graham County,North Carolina,21.9,53.440571939231454
38075,Renville County,North Dakota,21.9,22.319859402460455
40063,Hughes County,Oklahoma,21.9,79.50219619326501
40075,Kiowa County,Oklahoma,21.9,63.710223425863234
40127,Pushmataha County,Oklahoma,21.9,75.6883116883117
47115,Marion County,Tennessee,21.9,No Data
47129,Morgan County,Tennessee,21.9,No Data
47181,Wayne County,Tennessee,21.9,No Data
49025,Kane County,Utah,21.9,32.89760348583878
51135,Nottoway County,Virginia,21.9,No Data
55023,Crawford County,Wisconsin,21.9,53.213367609254504
02195,Petersburg Borough,Alaska,22,No Data
05099,Nevada County,Arkansas,22,100
17133,Monroe County,Illinois,22,No Data
20023,Cheyenne County,Kansas,22,53.52112676056338
20129,Morton County,Kansas,22,11.87122736418511
21097,Harrison County,Kentucky,22,48.32687566044382
26089,Leelanau County,Michigan,22,47.80413932357395
38023,Divide County,North Dakota,22,36.95090439276486
44001,Bristol County,Rhode Island,22,18.998067489222535
01067,Henry County,Alabama,22.1,56.22977346278317
05127,Scott County,Arkansas,22.1,77.00843320017754
08039,Elbert County,Colorado,22.1,24.531459170013388
22123,West Carroll Parish,Louisiana,22.1,53.60501567398119
28157,Wilkinson County,Mississippi,22.1,100
29151,Osage County,Missouri,22.1,35.229476405947
30097,Sweet Grass County,Montana,22.1,No Data
46081,Lawrence County,South Dakota,22.1,23.97109644989004
48077,Clay County,Texas,22.1,48.06866952789699
48401,Rusk County,Texas,22.1,65.44532130777903
51660,Harrisonburg City,Virginia,22.1,No Data
08083,Montezuma County,Colorado,22.2,52.294325278305735
13065,Clinch County,Georgia,22.2,75.0381679389313
13081,Crisp County,Georgia,22.2,99.92067689053411
17135,Montgomery County,Illinois,22.2,No Data
19053,Decatur County,Iowa,22.2,61.59292035398231
21017,Bourbon County,Kentucky,22.2,62.08695652173913
26127,Oceana County,Michigan,22.2,77.75891341256367
40069,Johnston County,Oklahoma,22.2,69.226393629124
48363,Palo Pinto County,Texas,22.2,73.35488339875317
49001,Beaver County,Utah,22.2,38.37803320561941
49019,Grand County,Utah,22.2,43.463835434638355
51045,Craig County,Virginia,22.2,No Data
51181,Surry County,Virginia,22.2,No Data
55091,Pepin County,Wisconsin,22.2,38.78231859883236
13193,Macon County,Georgia,22.3,100
17001,Adams County,Illinois,22.3,No Data
21223,Trimble County,Kentucky,22.3,54.90196078431373
38043,Kidder County,North Dakota,22.3,24.33862433862434
42047,Elk County,Pennsylvania,22.3,60.44499381953028
48407,San Jacinto County,Texas,22.3,64.82818365578977
48477,Washington County,Texas,22.3,60.25664527956004
51600,Fairfax City,Virginia,22.3,No Data
13321,Worth County,Georgia,22.4,100
20071,Greeley County,Kansas,22.4,51.98412698412699
20153,Rawlins County,Kansas,22.4,52
21065,Estill County,Kentucky,22.4,68.22757111597375
22083,Richland Parish,Louisiana,22.4,69.51779563719862
25017,Middlesex County,Massachusetts,22.4,No Data
29123,Madison County,Missouri,22.4,64.17910447761194
31115,Loup County,Nebraska,22.4,32.432432432432435
35049,Santa Fe County,New Mexico,22.4,63.99809513730885
46027,Clay County,South Dakota,22.4,29.268292682926827
48349,Navarro County,Texas,22.4,67.1219512195122
48457,Tyler County,Texas,22.4,65.13683010262258
49017,Garfield County,Utah,22.4,38.297872340425535
51683,Manassas City,Virginia,22.4,No Data
51750,Radford City,Virginia,22.4,No Data
55061,Kewaunee County,Wisconsin,22.4,30.133798720186157
18045,Fountain County,Indiana,22.5,44.84577922077922
21045,Casey County,Kentucky,22.5,70.57003977021652
22025,Catahoula Parish,Louisiana,22.5,68.38235294117648
46077,Kingsbury County,South Dakota,22.5,25.47642928786359
48329,Midland County,Texas,22.5,49.15614617940199
48397,Rockwall County,Texas,22.5,26.77526949291826
51059,Fairfax County,Virginia,22.5,No Data
55121,Trempealeau County,Wisconsin,22.5,49.36184891341842
08115,Sedgwick County,Colorado,22.6,49.31880108991826
21091,Hancock County,Kentucky,22.6,54.42875481386393
25025,Suffolk County,Massachusetts,22.6,No Data
40093,Major County,Oklahoma,22.6,53.00171526586621
46023,Charles Mix County,South Dakota,22.6,76.75613934894346
51003,Albemarle County,Virginia,22.6,No Data
51630,Fredericksburg City,Virginia,22.6,No Data
15007,Kauai County,Hawaii,22.7,51.388888888888886
17021,Christian County,Illinois,22.7,No Data
19117,Lucas County,Iowa,22.7,54.682274247491634
21149,Mclean County,Kentucky,22.7,52.43472124206069
22067,Morehouse Parish,Louisiana,22.7,62.909528103396454
22075,Plaquemines Parish,Louisiana,22.7,57.88501026694045
30045,Judith Basin County,Montana,22.7,No Data
53073,Whatcom County,Washington,22.7,37.87075673846848
01133,Winston County,Alabama,22.8,51.42344190818159
13111,Fannin County,Georgia,22.8,51.463414634146346
21033,Caldwell County,Kentucky,22.8,58.467309753483384
21189,Owsley County,Kentucky,22.8,88.10096153846155
24031,Montgomery County,Maryland,22.8,37.42121521636233
30019,Daniels County,Montana,22.8,No Data
30101,Toole County,Montana,22.8,No Data
37053,Currituck County,North Carolina,22.8,21.782890007189074
55047,Green Lake County,Wisconsin,22.8,45.69055036344756
05049,Fulton County,Arkansas,22.9,77.04257767548907
05067,Jackson County,Arkansas,22.9,72.75334608030593
05147,Woodruff County,Arkansas,22.9,74.05812701829925
09001,Fairfield County,Connecticut,22.9,36.681452945187665
16015,Boise County,Idaho,22.9,31.508379888268156
17011,Bureau County,Illinois,22.9,No Data
19081,Hancock County,Iowa,22.9,32.20878421387651
20097,Kiowa County,Kansas,22.9,25.30612244897959
21143,Lyon County,Kentucky,22.9,59.74710221285564
25015,Hampshire County,Massachusetts,22.9,No Data
30011,Carter County,Montana,22.9,No Data
37069,Franklin County,North Carolina,22.9,63.33291026780048
38085,Sioux County,North Dakota,22.9,91.68831168831169
46117,Stanley County,South Dakota,22.9,11.435523114355231
47049,Fentress County,Tennessee,22.9,No Data
48185,Grimes County,Texas,22.9,65.73803639631544
51147,Prince Edward County,Virginia,22.9,No Data
53031,Jefferson County,Washington,22.9,44.644913627639156
53033,King County,Washington,22.9,32.45855467218083
06103,Tehama County,California,23,68.59617137648131
08081,Moffat County,Colorado,23,48.416950803701894
21055,Crittenden County,Kentucky,23,63.31145149525893
21075,Fulton County,Kentucky,23,41.94915254237288
21213,Simpson County,Kentucky,23,62.65380778184236
22077,Pointe Coupee Parish,Louisiana,23,54.62894930198383
30057,Madison County,Montana,23,No Data
48241,Jasper County,Texas,23,65.38256701579975
51071,Giles County,Virginia,23,No Data
51125,Nelson County,Virginia,23,No Data
54073,Pleasants County,West Virginia,23,41.825095057034225
55029,Door County,Wisconsin,23,42.879161528976574
01079,Lawrence County,Alabama,23.1,55.98299681190223
05013,Calhoun County,Arkansas,23.1,70.36328871892925
05061,Howard County,Arkansas,23.1,79.24130663856691
08069,Larimer County,Colorado,23.1,27.12813473647515
13085,Dawson County,Georgia,23.1,37.39507175737882
13159,Jasper County,Georgia,23.1,57.64854614412137
19009,Audubon County,Iowa,23.1,41.63150492264416
19195,Worth County,Iowa,23.1,36.71291355389541
21023,Bracken County,Kentucky,23.1,50.42511445389143
26047,Emmet County,Michigan,23.1,40.031789282470484
37011,Avery County,North Carolina,23.1,56.33270321361059
37123,Montgomery County,North Carolina,23.1,68.66521975040695
37181,Vance County,North Carolina,23.1,97.71531639861718
40023,Choctaw County,Oklahoma,23.1,83.9153959665519
01027,Clay County,Alabama,23.2,61.529933481153
05095,Monroe County,Arkansas,23.2,99.24568965517241
06045,Mendocino County,California,23.2,72.47777951036957
06053,Monterey County,California,23.2,74.96736334612949
08059,Jefferson County,Colorado,23.2,32.40835342678491
13079,Crawford County,Georgia,23.2,60.133901399878276
16073,Owyhee County,Idaho,23.2,51.55071248952221
20065,Graham County,Kansas,23.2,56.188118811881196
20067,Grant County,Kansas,23.2,62.93266205160478
21099,Hart County,Kentucky,23.2,61.69568508705526
21159,Martin County,Kentucky,23.2,69.6105320899616
21203,Rockcastle County,Kentucky,23.2,64.20204978038068
27121,Pope County,Minnesota,23.2,30.98885793871866
29089,Howard County,Missouri,23.2,43.42194955691888
31069,Garden County,Nebraska,23.2,59.64912280701754
38065,Oliver County,North Dakota,23.2,26.640926640926644
04005,Coconino County,Arizona,23.3,No Data
08085,Montrose County,Colorado,23.3,56.18853848762292
17073,Henry County,Illinois,23.3,No Data
47151,Scott County,Tennessee,23.3,No Data
55025,Dane County,Wisconsin,23.3,33.1197941873201
05105,Perry County,Arkansas,23.4,60.604070912672356
13309,Wheeler County,Georgia,23.4,89.5361380798274
18047,Franklin County,Indiana,23.4,38.75
18087,Lagrange County,Indiana,23.4,36.095368379910106
26055,Grand Traverse County,Michigan,23.4,35.44365284974093
26131,Ontonagon County,Michigan,23.4,55.0321199143469
38029,Emmons County,North Dakota,23.4,36.73076923076923
40033,Cotton County,Oklahoma,23.4,60.62176165803109
48253,Jones County,Texas,23.4,62.47626281807824
13133,Greene County,Georgia,23.5,58.76447876447877
13137,Habersham County,Georgia,23.5,52.32450738916257
20083,Hodgeman County,Kansas,23.5,38.205980066445186
35028,Los Alamos County,New Mexico,23.5,10.935292455495903
41017,Deschutes County,Oregon,23.5,No Data
47039,Decatur County,Tennessee,23.5,No Data
47147,Robertson County,Tennessee,23.5,No Data
05109,Pike County,Arkansas,23.6,77.03016241299304
06061,Placer County,California,23.6,26.303440697346343
28021,Claiborne County,Mississippi,23.6,100
30025,Fallon County,Montana,23.6,No Data
32017,Lincoln County,Nevada,23.6,47.105561861521004
38083,Sheridan County,North Dakota,23.6,44.34782608695652
40035,Craig County,Oklahoma,23.6,61.690017513134855
40117,Pawnee County,Oklahoma,23.6,69.66431827600498
42099,Perry County,Pennsylvania,23.6,36.69033785237788
42103,Pike County,Pennsylvania,23.6,46.12596284549162
46079,Lake County,South Dakota,23.6,22.99651567944251
46115,Spink County,South Dakota,23.6,25.94142259414226
47045,Dyer County,Tennessee,23.6,No Data
51057,Essex County,Virginia,23.6,No Data
02158,Kusilvak Census Area,Alaska,23.7,No Data
06059,Orange County,California,23.7,50.12884473362678
06097,Sonoma County,California,23.7,45.38796485775391
13113,Fayette County,Georgia,23.7,25.111909095380984
20063,Gove County,Kansas,23.7,35.57046979865772
20171,Scott County,Kansas,23.7,47.5103734439834
21021,Boyle County,Kentucky,23.7,54.086956521739125
21087,Green County,Kentucky,23.7,61.24171187462327
26079,Kalkaska County,Michigan,23.7,71.3968957871397
37115,Madison County,North Carolina,23.7,45.18072289156627
48321,Matagorda County,Texas,23.7,72.00459176352419
48455,Trinity County,Texas,23.7,74.55908289241623
55107,Rusk County,Wisconsin,23.7,67.13043478260869
06073,San Diego County,California,23.8,49.21091915026881
13219,Oconee County,Georgia,23.8,12.889105058365757
17183,Vermilion County,Illinois,23.8,No Data
18117,Orange County,Indiana,23.8,52.67615176151762
19073,Greene County,Iowa,23.8,47.31404958677686
27069,Kittson County,Minnesota,23.8,32.018927444794954
34003,Bergen County,New Jersey,23.8,19.030856182119777
37141,Pender County,North Carolina,23.8,36.47489539748954
39175,Wyandot County,Ohio,23.8,No Data
40045,Ellis County,Oklahoma,23.8,52.93333333333333
46019,Butte County,South Dakota,23.8,34.687689508793206
50007,Chittenden County,Vermont,23.8,24.57305946755252
51133,Northumberland County,Virginia,23.8,No Data
56027,Niobrara County,Wyoming,23.8,26.258992805755394
05097,Montgomery County,Arkansas,23.9,73.68866328257191
16071,Oneida County,Idaho,23.9,3.7776924061979766
20039,Decatur County,Kansas,23.9,48.275862068965516
21211,Shelby County,Kentucky,23.9,44.73495187473064
28019,Choctaw County,Mississippi,23.9,99.25062447960033
31049,Deuel County,Nebraska,23.9,52.42718446601942
34021,Mercer County,New Jersey,23.9,35.33769844829133
37113,Macon County,North Carolina,23.9,46.8793024323084
38095,Towner County,North Dakota,23.9,36.708860759493675
46087,Mccook County,South Dakota,23.9,26.56688493919551
47003,Bedford County,Tennessee,23.9,No Data
47081,Hickman County,Tennessee,23.9,No Data
47131,Obion County,Tennessee,23.9,No Data
47189,Wilson County,Tennessee,23.9,No Data
05087,Madison County,Arkansas,24,59.16061339790153
06101,Sutter County,California,24,62.898082019494225
13001,Appling County,Georgia,24,90.37186509080428
13157,Jackson County,Georgia,24,28.901571197068975
13225,Peach County,Georgia,24,75.05488474204172
13291,Union County,Georgia,24,48.05507745266782
15009,Maui County,Hawaii,24,52.33566822841769
18125,Pike County,Indiana,24,47.74774774774775
21041,Carroll County,Kentucky,24,67.75147928994083
26133,Osceola County,Michigan,24,63.67509986684421
27125,Red Lake County,Minnesota,24,31.056701030927837
30043,Jefferson County,Montana,24,No Data
36087,Rockland County,New York,24,43.557669566131445
37015,Bertie County,North Carolina,24,98.92583120204603
40105,Nowata County,Oklahoma,24,61.05006105006105
44009,Washington County,Rhode Island,24,20.60780681896138
48059,Callahan County,Texas,24,49.69939879759519
08119,Teller County,Colorado,24.1,33.87703889585947
13211,Morgan County,Georgia,24.1,41.116594694632944
18027,Daviess County,Indiana,24.1,49.24878479893946
36119,Westchester County,New York,24.1,44.973058104246114
37077,Granville County,North Carolina,24.1,47.668320340184266
46049,Faulk County,South Dakota,24.1,14.168937329700274
48007,Aransas County,Texas,24.1,68.00664451827242
48467,Van Zandt County,Texas,24.1,52.7825127845182
08095,Phillips County,Colorado,24.2,50.50391937290034
11001,District Of Columbia,District of Columbia,24.2,No Data
21103,Henry County,Kentucky,24.2,39.35328517371861
21201,Robertson County,Kentucky,24.2,66.44295302013423
28009,Benton County,Mississippi,24.2,99.05660377358491
38033,Golden Valley County,North Dakota,24.2,41.50326797385621
47183,Weakley County,Tennessee,24.2,No Data
48071,Chambers County,Texas,24.2,34.47102392152937
51510,Alexandria City,Virginia,24.2,No Data
01065,Hale County,Alabama,24.3,69.33054393305439
05079,Lincoln County,Arkansas,24.3,69.02592852137352
06111,Ventura County,California,24.3,54.468328770008426
06113,Yolo County,California,24.3,47.82081508925564
16037,Custer County,Idaho,24.3,40.847784200385355
17055,Franklin County,Illinois,24.3,No Data
19003,Adams County,Iowa,24.3,40.476190476190474
19135,Monroe County,Iowa,24.3,37.919463087248324
20025,Clark County,Kansas,24.3,53.88026607538803
22121,West Baton Rouge Parish,Louisiana,24.3,62.70749856897538
26129,Ogemaw County,Michigan,24.3,67.626953125
27149,Stevens County,Minnesota,24.3,22.335329341317365
28069,Kemper County,Mississippi,24.3,100
34017,Hudson County,New Jersey,24.3,57.05289987256054
34025,Monmouth County,New Jersey,24.3,22.89770063562325
35027,Lincoln County,New Mexico,24.3,89.7185301016419
48085,Collin County,Texas,24.3,26.420675928545545
48325,Medina County,Texas,24.3,55.02561384914326
49029,Morgan County,Utah,24.3,9.693403530504801
53039,Klickitat County,Washington,24.3,32.19512195121951
05117,Prairie County,Arkansas,24.4,68.16182937554969
06033,Lake County,California,24.4,75.06561679790026
08073,Lincoln County,Colorado,24.4,46.088193456614505
13163,Jefferson County,Georgia,24.4,100
13173,Lanier County,Georgia,24.4,86.24926857811586
18009,Blackford County,Indiana,24.4,52.785145888594165
19091,Humboldt County,Iowa,24.4,37.80339805825243
21129,Lee County,Kentucky,24.4,83.57541899441341
26011,Arenac County,Michigan,24.4,58.64821713677488
28163,Yazoo County,Mississippi,24.4,100
31171,Thomas County,Nebraska,24.4,62.637362637362635
35019,Guadalupe County,New Mexico,24.4,100
41049,Morrow County,Oregon,24.4,No Data
42057,Fulton County,Pennsylvania,24.4,39.552618200305034
51081,Greensville County,Virginia,24.4,No Data
06013,Contra Costa County,California,24.5,38.75753144194209
08063,Kit Carson County,Colorado,24.5,56.19116582186822
13117,Forsyth County,Georgia,24.5,13.686659368157647
15003,Honolulu County,Hawaii,24.5,43.09242511595088
17177,Stephenson County,Illinois,24.5,No Data
18135,Randolph County,Indiana,24.5,66.75151752496573
20089,Jewell County,Kansas,24.5,49.43181818181818
26143,Roscommon County,Michigan,24.5,71.98685171658144
35051,Sierra County,New Mexico,24.5,100
38047,Logan County,North Dakota,24.5,34.523809523809526
41031,Jefferson County,Oregon,24.5,No Data
44005,Newport County,Rhode Island,24.5,31.24632223137578
45077,Pickens County,South Carolina,24.5,51.74646659610236
47041,Dekalb County,Tennessee,24.5,No Data
01105,Perry County,Alabama,24.6,90.63313096270599
18013,Brown County,Indiana,24.6,45.30064214827787
20195,Trego County,Kansas,24.6,35.9375
25021,Norfolk County,Massachusetts,24.6,No Data
26031,Cheboygan County,Michigan,24.6,67.29124236252547
26137,Otsego County,Michigan,24.6,54.969749351771824
28015,Carroll County,Mississippi,24.6,99.28143712574851
29167,Polk County,Missouri,24.6,58.86023294509152
31075,Grant County,Nebraska,24.6,43.35664335664335
34035,Somerset County,New Jersey,24.6,20.40639110802362
37059,Davie County,North Carolina,24.6,36.95689214516953
37145,Person County,North Carolina,24.6,70.27084666240137
38091,Steele County,North Dakota,24.6,34.01360544217687
51075,Goochland County,Virginia,24.6,No Data
55011,Buffalo County,Wisconsin,24.6,40.03259098316133
55075,Marinette County,Wisconsin,24.6,48.48270995059986
01035,Conecuh County,Alabama,24.7,72.15189873417721
01041,Crenshaw County,Alabama,24.7,64.26956128448666
01107,Pickens County,Alabama,24.7,70.21903959561921
13303,Washington County,Georgia,24.7,85.84842387659289
17051,Fayette County,Illinois,24.7,No Data
17085,Jo Daviess County,Illinois,24.7,No Data
18073,Jasper County,Indiana,24.7,41.71253822629969
19001,Adair County,Iowa,24.7,52.738853503184714
23015,Lincoln County,Maine,24.7,38.332368268674
26051,Gladwin County,Michigan,24.7,58.40253064452353
38011,Bowman County,North Dakota,24.7,20.76923076923077
39075,Holmes County,Ohio,24.7,No Data
46105,Perkins County,South Dakota,24.7,39.40149625935162
55015,Calumet County,Wisconsin,24.7,27.88985421881903
13251,Screven County,Georgia,24.8,78.66479925303454
27117,Pipestone County,Minnesota,24.8,36.14595210946408
41007,Clatsop County,Oregon,24.8,No Data
47187,Williamson County,Tennessee,24.8,No Data
50015,Lamoille County,Vermont,24.8,31.390134529147986
51051,Dickenson County,Virginia,24.8,No Data
55049,Iowa County,Wisconsin,24.8,33.83056571911061
56001,Albany County,Wyoming,24.8,19.497334348819496
13023,Bleckley County,Georgia,24.9,59.76424361493123
13109,Evans County,Georgia,24.9,96.89839572192514
13237,Putnam County,Georgia,24.9,98.31237590999338
13267,Tattnall County,Georgia,24.9,90.19396551724138
28155,Webster County,Mississippi,24.9,99.31389365351629
29185,St. Clair County,Missouri,24.9,58.3079268292683
30027,Fergus County,Montana,24.9,No Data
37109,Lincoln County,North Carolina,24.9,34.313899751155354
40095,Marshall County,Oklahoma,24.9,80.30356512530886
42009,Bedford County,Pennsylvania,24.9,47.58051464638291
42031,Clarion County,Pennsylvania,24.9,42.621694135684166
47105,Loudon County,Tennessee,24.9,No Data
01087,Macon County,Alabama,25,97.11384286477819
16045,Gem County,Idaho,25,34.139459895203544
18075,Jay County,Indiana,25,47.94701986754967
19187,Webster County,Iowa,25,52.08121827411168
21113,Jessamine County,Kentucky,25,50.03046180090167
27071,Koochiching County,Minnesota,25,36.16473616473617
29227,Worth County,Missouri,25,49.275362318840585
30055,Mccone County,Montana,25,No Data
30099,Teton County,Montana,25,No Data
46047,Fall River County,South Dakota,25,41.88280499519693
48001,Anderson County,Texas,25,64.51455719332439
04025,Yavapai County,Arizona,25.1,No Data
13229,Pierce County,Georgia,25.1,57.831325301204814
18101,Martin County,Indiana,25.1,48.07831762146483
20047,Edwards County,Kansas,25.1,53.116531165311656
22049,Jackson Parish,Louisiana,25.1,62.70472625175479
27167,Wilkin County,Minnesota,25.1,35.07109004739337
36109,Tompkins County,New York,25.1,39.93936331480546
37039,Cherokee County,North Carolina,25.1,65.92356687898089
37055,Dare County,North Carolina,25.1,25.333333333333336
47121,Meigs County,Tennessee,25.1,No Data
47153,Sequatchie County,Tennessee,25.1,No Data
51175,Southampton County,Virginia,25.1,No Data
51520,Bristol City,Virginia,25.1,No Data
01009,Blount County,Alabama,25.2,50.81610446137106
02105,Hoonah-Angoon Census Area,Alaska,25.2,No Data
05025,Cleveland County,Arkansas,25.2,57.94602698650675
05089,Marion County,Arkansas,25.2,100
08005,Arapahoe County,Colorado,25.2,43.37351742121292
13119,Franklin County,Georgia,25.2,48.66385372714487
23005,Cumberland County,Maine,25.2,28.390969594153724
26029,Charlevoix County,Michigan,25.2,49.796393251890635
28127,Simpson County,Mississippi,25.2,99.33691190401011
37197,Yadkin County,North Carolina,25.2,49.265426052889325
42061,Huntingdon County,Pennsylvania,25.2,52.39111870196413
47185,White County,Tennessee,25.2,No Data
48209,Hays County,Texas,25.2,43.31562916907896
49051,Wasatch County,Utah,25.2,21.873035826524198
51097,King And Queen County,Virginia,25.2,No Data
05065,Izard County,Arkansas,25.3,69.37229437229438
06089,Shasta County,California,25.3,53.69161032575291
13195,Madison County,Georgia,25.3,53.711526855763424
21161,Mason County,Kentucky,25.3,62.45759517527327
26141,Presque Isle County,Michigan,25.3,64.84751203852326
29153,Ozark County,Missouri,25.3,71.24405166553365
30009,Carbon County,Montana,25.3,No Data
37111,Mcdowell County,North Carolina,25.3,51.175026306559104
40077,Latimer County,Oklahoma,25.3,63.17743132887899
46015,Brule County,South Dakota,25.3,38.712241653418126
05091,Miller County,Arkansas,25.4,81.50215276670387
06017,El Dorado County,California,25.4,29.9018682770334
08121,Washington County,Colorado,25.4,52.30439442658093
13205,Mitchell County,Georgia,25.4,89.03840762545556
13283,Treutlen County,Georgia,25.4,100
16043,Fremont County,Idaho,25.4,46.796657381615596
17093,Kendall County,Illinois,25.4,No Data
21053,Clinton County,Kentucky,25.4,78.05755395683454
21165,Menifee County,Kentucky,25.4,77.7537796976242
21225,Union County,Kentucky,25.4,51.252408477842
27029,Clearwater County,Minnesota,25.4,43.30651060716899
27165,Watonwan County,Minnesota,25.4,43.17086234600964
32005,Douglas County,Nevada,25.4,30.351497117351684
47061,Grundy County,Tennessee,25.4,No Data
01093,Marion County,Alabama,25.5,50.76108537392455
05077,Lee County,Arkansas,25.5,97.00854700854701
06001,Alameda County,California,25.5,40.55325283834925
13167,Johnson County,Georgia,25.5,94.33962264150944
13209,Montgomery County,Georgia,25.5,94.86899563318777
16077,Power County,Idaho,25.5,55.58806319485079
22041,Franklin Parish,Louisiana,25.5,66.46727656579874
30039,Granite County,Montana,25.5,No Data
31175,Valley County,Nebraska,25.5,29.928057553956833
36059,Nassau County,New York,25.5,28.103478813515174
40061,Haskell County,Oklahoma,25.5,71.4544630720435
47177,Warren County,Tennessee,25.5,No Data
47179,Washington County,Tennessee,25.5,No Data
48213,Henderson County,Texas,25.5,68.68743568154177
51011,Appomattox County,Virginia,25.5,No Data
55129,Washburn County,Wisconsin,25.5,52.753755120619026
02275,Wrangell City and Borough,Alaska,25.6,No Data
19177,Van Buren County,Iowa,25.6,53.219927095990286
19191,Winneshiek County,Iowa,25.6,27.35499794323324
20017,Chase County,Kansas,25.6,36.91460055096419
20203,Wichita County,Kansas,25.6,48.899755501222494
25011,Franklin County,Massachusetts,25.6,No Data
26165,Wexford County,Michigan,25.6,67.29525120440468
