County_FIPS,County,State,Obesity-2019-Percentage,Commute ≥ 60 minutes-2017-2021-Percent
31039,Cuming County,Nebraska,33,4.2
39049,Franklin County,Ohio,33,3.3
46099,Minnehaha County,South Dakota,33,2.4
49015,Emery County,Utah,33,8.8
01051,Elmore County,Alabama,33.1,5.1
12083,Marion County,Florida,33.1,6.9
16045,Gem County,Idaho,33.1,12.9
20069,Gray County,Kansas,33.1,2.1
21161,Mason County,Kentucky,33.1,13.3
30073,Pondera County,Montana,33.1,6.7
45021,Cherokee County,South Carolina,33.1,6.9
48407,San Jacinto County,Texas,33.1,26.8
50019,Orleans County,Vermont,33.1,8.5
53011,Clark County,Washington,33.1,7.8
53017,Douglas County,Washington,33.1,4.3
54025,Greenbrier County,West Virginia,33.1,6.7
55141,Wood County,Wisconsin,33.1,4.4
05045,Faulkner County,Arkansas,33.2,6.1
19071,Fremont County,Iowa,33.2,6.7
20133,Neosho County,Kansas,33.2,3.5
20191,Sumner County,Kansas,33.2,3
27007,Beltrami County,Minnesota,33.2,6.3
29510,St. Louis City,Missouri,33.2,5
36039,Greene County,New York,33.2,9.6
36045,Jefferson County,New York,33.2,3
37151,Randolph County,North Carolina,33.2,4.5
37163,Sampson County,North Carolina,33.2,13.1
39115,Morgan County,Ohio,33.2,21.5
40119,Payne County,Oklahoma,33.2,7
47099,Lawrence County,Tennessee,33.2,10.1
48057,Calhoun County,Texas,33.2,2.2
48481,Wharton County,Texas,33.2,11.5
01121,Talladega County,Alabama,33.3,10.6
06031,Kings County,California,33.3,6.1
12049,Hardee County,Florida,33.3,10.1
12129,Wakulla County,Florida,33.3,7.4
18073,Jasper County,Indiana,33.3,13
18127,Porter County,Indiana,33.3,10.6
19179,Wapello County,Iowa,33.3,4.9
26065,Ingham County,Michigan,33.3,5.8
27015,Brown County,Minnesota,33.3,3.6
31121,Merrick County,Nebraska,33.3,4
36057,Montgomery County,New York,33.3,7.1
42059,Greene County,Pennsylvania,33.3,10.3
49003,Box Elder County,Utah,33.3,7
05133,Sevier County,Arkansas,33.4,10.7
16031,Cassia County,Idaho,33.4,2.9
19057,Des Moines County,Iowa,33.4,2.2
20041,Dickinson County,Kansas,33.4,4.2
31167,Stanton County,Nebraska,33.4,4.9
37081,Guilford County,North Carolina,33.4,4.7
39025,Clermont County,Ohio,33.4,5.4
39029,Columbiana County,Ohio,33.4,7.5
42041,Cumberland County,Pennsylvania,33.4,4.6
42051,Fayette County,Pennsylvania,33.4,10.4
42125,Washington County,Pennsylvania,33.4,8
47059,Greene County,Tennessee,33.4,4.6
48347,Nacogdoches County,Texas,33.4,5.8
54041,Lewis County,West Virginia,33.4,7.6
01073,Jefferson County,Alabama,33.5,4.5
01107,Pickens County,Alabama,33.5,16.9
10005,Sussex County,Delaware,33.5,8.6
12013,Calhoun County,Florida,33.5,13.8
12029,Dixie County,Florida,33.5,8.9
17201,Winnebago County,Illinois,33.5,6.6
18109,Morgan County,Indiana,33.5,9.6
21059,Daviess County,Kentucky,33.5,4.7
22055,Lafayette Parish,Louisiana,33.5,6.9
26037,Clinton County,Michigan,33.5,4.9
26045,Eaton County,Michigan,33.5,5.3
28017,Chickasaw County,Mississippi,33.5,6.2
28129,Smith County,Mississippi,33.5,17.5
31081,Hamilton County,Nebraska,33.5,6
31119,Madison County,Nebraska,33.5,2.5
39113,Montgomery County,Ohio,33.5,4.6
39155,Trumbull County,Ohio,33.5,7.2
40143,Tulsa County,Oklahoma,33.5,2.7
49037,San Juan County,Utah,33.5,11
51085,Hanover County,Virginia,33.5,5.8
54047,Mcdowell County,West Virginia,33.5,16.7
01115,St. Clair County,Alabama,33.6,7.4
06077,San Joaquin County,California,33.6,21.9
13039,Camden County,Georgia,33.6,5.6
21129,Lee County,Kentucky,33.6,24.4
21199,Pulaski County,Kentucky,33.6,5.7
31095,Jefferson County,Nebraska,33.6,5.6
36053,Madison County,New York,33.6,4.8
37085,Harnett County,North Carolina,33.6,13.8
38055,Mclean County,North Dakota,33.6,9.3
40009,Beckham County,Oklahoma,33.6,6.2
41019,Douglas County,Oregon,33.6,4.3
45083,Spartanburg County,South Carolina,33.6,4.6
47075,Haywood County,Tennessee,33.6,9.2
53045,Mason County,Washington,33.6,17
05075,Lawrence County,Arkansas,33.7,10.5
17163,St. Clair County,Illinois,33.7,5.2
19157,Poweshiek County,Iowa,33.7,7.6
21151,Madison County,Kentucky,33.7,6.3
27085,Mcleod County,Minnesota,33.7,8.8
31139,Pierce County,Nebraska,33.7,3.8
45011,Barnwell County,South Carolina,33.7,15.6
46013,Brown County,South Dakota,33.7,1.4
05003,Ashley County,Arkansas,33.8,9
05145,White County,Arkansas,33.8,8.1
13129,Gordon County,Georgia,33.8,7.3
18177,Wayne County,Indiana,33.8,6
20037,Crawford County,Kansas,33.8,2.9
20059,Franklin County,Kansas,33.8,7
23017,Oxford County,Maine,33.8,11.9
27111,Otter Tail County,Minnesota,33.8,6.7
31179,Wayne County,Nebraska,33.8,4.7
36101,Steuben County,New York,33.8,6.5
38069,Pierce County,North Dakota,33.8,3
39001,Adams County,Ohio,33.8,18.5
39083,Knox County,Ohio,33.8,13.3
39121,Noble County,Ohio,33.8,6.3
47123,Monroe County,Tennessee,33.8,8.8
48469,Victoria County,Texas,33.8,4.9
54063,Monroe County,West Virginia,33.8,20.1
56037,Sweetwater County,Wyoming,33.8,6.4
56045,Weston County,Wyoming,33.8,20.8
06025,Imperial County,California,33.9,6.1
13245,Richmond County,Georgia,33.9,3.3
18023,Clinton County,Indiana,33.9,3.3
20147,Phillips County,Kansas,33.9,6.3
23029,Washington County,Maine,33.9,7
28051,Holmes County,Mississippi,33.9,16.8
28115,Pontotoc County,Mississippi,33.9,6.3
31021,Burt County,Nebraska,33.9,9
31087,Hitchcock County,Nebraska,33.9,8.3
36043,Herkimer County,New York,33.9,6.1
36105,Sullivan County,New York,33.9,11.5
39057,Greene County,Ohio,33.9,3.8
39151,Stark County,Ohio,33.9,4.5
47009,Blount County,Tennessee,33.9,5.4
48339,Montgomery County,Texas,33.9,15.4
50021,Rutland County,Vermont,33.9,4.6
54109,Wyoming County,West Virginia,33.9,13.5
05119,Pulaski County,Arkansas,34,3.1
12097,Osceola County,Florida,34,13.7
18167,Vigo County,Indiana,34,4.4
19065,Fayette County,Iowa,34,5.8
20103,Leavenworth County,Kansas,34,3.5
23021,Piscataquis County,Maine,34,15.5
26165,Wexford County,Michigan,34,5.9
27141,Sherburne County,Minnesota,34,13.5
27159,Wadena County,Minnesota,34,5.3
28085,Lincoln County,Mississippi,34,15
31027,Cedar County,Nebraska,34,5.6
38067,Pembina County,North Dakota,34,2.8
42015,Bradford County,Pennsylvania,34,5.3
42055,Franklin County,Pennsylvania,34,6.9
48251,Johnson County,Texas,34,9
01015,Calhoun County,Alabama,34.1,7.3
13215,Muscogee County,Georgia,34.1,3.8
18019,Clark County,Indiana,34.1,3.2
26099,Macomb County,Michigan,34.1,7.1
26147,St. Clair County,Michigan,34.1,13
26155,Shiawassee County,Michigan,34.1,9
28079,Leake County,Mississippi,34.1,18.8
28159,Winston County,Mississippi,34.1,11
29201,Scott County,Missouri,34.1,4.8
31001,Adams County,Nebraska,34.1,4.2
35045,San Juan County,New Mexico,34.1,8.1
39143,Sandusky County,Ohio,34.1,3.5
39175,Wyandot County,Ohio,34.1,6.6
42129,Westmoreland County,Pennsylvania,34.1,10.1
47051,Franklin County,Tennessee,34.1,6.3
47157,Shelby County,Tennessee,34.1,2.7
50011,Franklin County,Vermont,34.1,6.5
51029,Buckingham County,Virginia,34.1,20.8
55007,Bayfield County,Wisconsin,34.1,8.1
04023,Santa Cruz County,Arizona,34.2,9.7
19185,Wayne County,Iowa,34.2,9.3
20015,Butler County,Kansas,34.2,4.1
20085,Jackson County,Kansas,34.2,8.6
22063,Livingston Parish,Louisiana,34.2,17
28105,Oktibbeha County,Mississippi,34.2,4.3
29095,Jackson County,Missouri,34.2,3.6
30085,Roosevelt County,Montana,34.2,4.1
31065,Furnas County,Nebraska,34.2,2.5
31067,Gage County,Nebraska,34.2,5.5
33007,Coos County,New Hampshire,34.2,7.8
36089,St. Lawrence County,New York,34.2,5.1
38053,Mckenzie County,North Dakota,34.2,7.7
38099,Walsh County,North Dakota,34.2,4.4
39021,Champaign County,Ohio,34.2,6
39035,Cuyahoga County,Ohio,34.2,4.1
45015,Berkeley County,South Carolina,34.2,7.7
51185,Tazewell County,Virginia,34.2,9.4
53067,Thurston County,Washington,34.2,10
53077,Yakima County,Washington,34.2,3.5
13021,Bibb County,Georgia,34.3,4.5
18113,Noble County,Indiana,34.3,5
19031,Cedar County,Iowa,34.3,4.2
19111,Lee County,Iowa,34.3,3.6
20149,Pottawatomie County,Kansas,34.3,7.3
31023,Butler County,Nebraska,34.3,7.2
31127,Nemaha County,Nebraska,34.3,4
31169,Thayer County,Nebraska,34.3,3
36113,Warren County,New York,34.3,6.8
39045,Fairfield County,Ohio,34.3,7.6
40125,Pottawatomie County,Oklahoma,34.3,7.2
04017,Navajo County,Arizona,34.4,8.7
13047,Catoosa County,Georgia,34.4,3.4
16027,Canyon County,Idaho,34.4,4.3
19113,Linn County,Iowa,34.4,3.1
24009,Calvert County,Maryland,34.4,27.2
35015,Eddy County,New Mexico,34.4,8.4
40145,Wagoner County,Oklahoma,34.4,4.2
46031,Corson County,South Dakota,34.4,3.3
51089,Henry County,Virginia,34.4,6.6
13151,Henry County,Georgia,34.5,14.3
19085,Harrison County,Iowa,34.5,9.6
21083,Graves County,Kentucky,34.5,2.7
28081,Lee County,Mississippi,34.5,3
32019,Lyon County,Nevada,34.5,11.5
38071,Ramsey County,North Dakota,34.5,4.2
39031,Coshocton County,Ohio,34.5,7.5
47163,Sullivan County,Tennessee,34.5,3.8
54089,Summers County,West Virginia,34.5,13.7
12079,Madison County,Florida,34.6,12.8
13195,Madison County,Georgia,34.6,7.2
16077,Power County,Idaho,34.6,1
18075,Jay County,Indiana,34.6,5.5
20113,Mcpherson County,Kansas,34.6,1.8
21173,Montgomery County,Kentucky,34.6,8.5
22005,Ascension Parish,Louisiana,34.6,12.7
22033,East Baton Rouge Parish,Louisiana,34.6,5.7
26057,Gratiot County,Michigan,34.6,7.3
27009,Benton County,Minnesota,34.6,6.4
37067,Forsyth County,North Carolina,34.6,4.5
40027,Cleveland County,Oklahoma,34.6,4.6
49057,Weber County,Utah,34.6,6.6
51001,Accomack County,Virginia,34.6,4.2
53069,Wahkiakum County,Washington,34.6,22.9
20139,Osage County,Kansas,34.7,9.1
21093,Hardin County,Kentucky,34.7,6.2
21101,Henderson County,Kentucky,34.7,4
26157,Tuscola County,Michigan,34.7,12.5
28033,Desoto County,Mississippi,34.7,5
28137,Tate County,Mississippi,34.7,11.1
29097,Jasper County,Missouri,34.7,2.8
31013,Box Butte County,Nebraska,34.7,1.9
31047,Dawson County,Nebraska,34.7,6.6
31145,Red Willow County,Nebraska,34.7,6
35005,Chaves County,New Mexico,34.7,4.8
40147,Washington County,Oklahoma,34.7,6.2
51105,Lee County,Virginia,34.7,10.2
01101,Montgomery County,Alabama,34.8,2.9
06029,Kern County,California,34.8,6.6
06107,Tulare County,California,34.8,5.9
13063,Clayton County,Georgia,34.8,12.6
17143,Peoria County,Illinois,34.8,2.9
18093,Lawrence County,Indiana,34.8,7.5
19055,Delaware County,Iowa,34.8,7.3
19083,Hardin County,Iowa,34.8,4.8
23011,Kennebec County,Maine,34.8,6.4
26123,Newaygo County,Michigan,34.8,12.6
27003,Anoka County,Minnesota,34.8,6
28043,Grenada County,Mississippi,34.8,7.1
29069,Dunklin County,Missouri,34.8,6.6
39147,Seneca County,Ohio,34.8,4.2
40079,Le Flore County,Oklahoma,34.8,7.5
40115,Ottawa County,Oklahoma,34.8,4.9
49007,Carbon County,Utah,34.8,5.9
54011,Cabell County,West Virginia,34.8,3.9
08089,Otero County,Colorado,34.9,8
16005,Bannock County,Idaho,34.9,5.3
19019,Buchanan County,Iowa,34.9,5.5
39081,Jefferson County,Ohio,34.9,6.8
39095,Lucas County,Ohio,34.9,4.1
45033,Dillon County,South Carolina,34.9,4.8
48373,Polk County,Texas,34.9,16.3
48439,Tarrant County,Texas,34.9,7.2
05033,Crawford County,Arkansas,35,2.9
06047,Merced County,California,35,16.6
21109,Jackson County,Kentucky,35,24.2
23019,Penobscot County,Maine,35,6.1
24015,Cecil County,Maryland,35,10.6
26067,Ionia County,Michigan,35,6
28073,Lamar County,Mississippi,35,7.5
31051,Dixon County,Nebraska,35,4.7
31151,Saline County,Nebraska,35,4.6
36017,Chenango County,New York,35,7.5
36019,Clinton County,New York,35,5.2
54099,Wayne County,West Virginia,35,7.3
55079,Milwaukee County,Wisconsin,35,3.8
12107,Putnam County,Florida,35.1,15.9
19069,Franklin County,Iowa,35.1,2.2
20027,Clay County,Kansas,35.1,9.4
21231,Wayne County,Kentucky,35.1,5.4
24037,St. Mary&#39;s County,Maryland,35.1,15.2
29101,Johnson County,Missouri,35.1,8
31185,York County,Nebraska,35.1,2.8
47177,Warren County,Tennessee,35.1,11.4
12023,Columbia County,Florida,35.2,7.5
26025,Calhoun County,Michigan,35.2,4.2
28095,Monroe County,Mississippi,35.2,5.2
31133,Pawnee County,Nebraska,35.2,9.5
31161,Sheridan County,Nebraska,35.2,3.6
45023,Chester County,South Carolina,35.2,9.8
45027,Clarendon County,South Carolina,35.2,13.7
17089,Kane County,Illinois,35.3,10.5
21071,Floyd County,Kentucky,35.3,7.7
26151,Sanilac County,Michigan,35.3,13.8
28001,Adams County,Mississippi,35.3,5.6
31157,Scotts Bluff County,Nebraska,35.3,1.4
38097,Traill County,North Dakota,35.3,6.2
12121,Suwannee County,Florida,35.4,7.9
22097,St. Landry Parish,Louisiana,35.4,10.6
24019,Dorchester County,Maryland,35.4,10.3
24033,Prince George&#39;s County,Maryland,35.4,18.5
26117,Montcalm County,Michigan,35.4,11.7
39033,Crawford County,Ohio,35.4,7.7
39109,Miami County,Ohio,35.4,4.2
42077,Lehigh County,Pennsylvania,35.4,7.5
49045,Tooele County,Utah,35.4,12.6
53027,Grays Harbor County,Washington,35.4,11.3
19121,Madison County,Iowa,35.5,5.1
22019,Calcasieu Parish,Louisiana,35.5,4.5
26087,Lapeer County,Michigan,35.5,19.7
35009,Curry County,New Mexico,35.5,2.7
39039,Defiance County,Ohio,35.5,4.4
51167,Russell County,Virginia,35.5,11.7
51550,Chesapeake City,Virginia,35.5,4.8
04021,Pinal County,Arizona,35.6,13.9
05093,Mississippi County,Arkansas,35.6,3.9
12105,Polk County,Florida,35.6,9.5
19153,Polk County,Iowa,35.6,2
30003,Big Horn County,Montana,35.6,4.5
30005,Blaine County,Montana,35.6,4
39101,Marion County,Ohio,35.6,8.3
39129,Pickaway County,Ohio,35.6,8
42007,Beaver County,Pennsylvania,35.6,7.3
42097,Northumberland County,Pennsylvania,35.6,7
01025,Clarke County,Alabama,35.7,11.9
01071,Jackson County,Alabama,35.7,9.6
05069,Jefferson County,Arkansas,35.7,4.2
13213,Murray County,Georgia,35.7,4.2
21025,Breathitt County,Kentucky,35.7,16.1
30083,Richland County,Montana,35.7,9
30095,Stillwater County,Montana,35.7,13.5
37035,Catawba County,North Carolina,35.7,6.1
41047,Marion County,Oregon,35.7,7.9
45043,Georgetown County,South Carolina,35.7,12.9
45047,Greenwood County,South Carolina,35.7,5.8
51730,Petersburg City,Virginia,35.7,4.5
01009,Blount County,Alabama,35.8,17.1
12075,Levy County,Florida,35.8,11.5
18059,Hancock County,Indiana,35.8,5.3
19013,Black Hawk County,Iowa,35.8,3.2
19139,Muscatine County,Iowa,35.8,3.4
20011,Bourbon County,Kansas,35.8,8.3
22105,Tangipahoa Parish,Louisiana,35.8,18
28149,Warren County,Mississippi,35.8,5.5
31111,Lincoln County,Nebraska,35.8,2.5
37147,Pitt County,North Carolina,35.8,5.4
41009,Columbia County,Oregon,35.8,18.3
47069,Hardeman County,Tennessee,35.8,18.5
51143,Pittsylvania County,Virginia,35.8,6.1
54003,Berkeley County,West Virginia,35.8,11.6
18035,Delaware County,Indiana,35.9,6.3
27043,Faribault County,Minnesota,35.9,4.3
39131,Pike County,Ohio,35.9,12
45091,York County,South Carolina,35.9,8.4
48321,Matagorda County,Texas,35.9,6.7
54061,Monongalia County,West Virginia,35.9,4.9
55101,Racine County,Wisconsin,35.9,5.1
55117,Sheboygan County,Wisconsin,35.9,4.1
22045,Iberia Parish,Louisiana,36,7.1
31153,Sarpy County,Nebraska,36,2.5
38075,Renville County,North Dakota,36,20.9
39173,Wood County,Ohio,36,3.1
51173,Smyth County,Virginia,36,5.9
54043,Lincoln County,West Virginia,36,13.7
17119,Madison County,Illinois,36.1,5.4
18005,Bartholomew County,Indiana,36.1,4.6
21157,Marshall County,Kentucky,36.1,3.6
24510,Baltimore City,Maryland,36.1,12.1
31141,Platte County,Nebraska,36.1,2.6
37001,Alamance County,North Carolina,36.1,5.5
38089,Stark County,North Dakota,36.1,4.7
39161,Van Wert County,Ohio,36.1,4.9
45003,Aiken County,South Carolina,36.1,4.8
49047,Uintah County,Utah,36.1,7.2
54055,Mercer County,West Virginia,36.1,8.3
54103,Wetzel County,West Virginia,36.1,15.7
01021,Chilton County,Alabama,36.2,14.1
05107,Phillips County,Arkansas,36.2,5.3
18089,Lake County,Indiana,36.2,11
21237,Wolfe County,Kentucky,36.2,10.4
22057,Lafourche Parish,Louisiana,36.2,12.5
29121,Macon County,Missouri,36.2,7.4
38105,Williams County,North Dakota,36.2,3.7
39071,Highland County,Ohio,36.2,12.1
39157,Tuscarawas County,Ohio,36.2,6.9
46121,Todd County,South Dakota,36.2,1.2
51041,Chesterfield County,Virginia,36.2,4.2
55135,Waupaca County,Wisconsin,36.2,7
01045,Dale County,Alabama,36.3,4.5
19077,Guthrie County,Iowa,36.3,14.5
19181,Warren County,Iowa,36.3,3.9
37057,Davidson County,North Carolina,36.3,5.2
39163,Vinton County,Ohio,36.3,16.8
39169,Wayne County,Ohio,36.3,4.4
40047,Garfield County,Oklahoma,36.3,6.1
51149,Prince George County,Virginia,36.3,7.3
04001,Apache County,Arizona,36.4,14.2
12007,Bradford County,Florida,36.4,13.4
21115,Johnson County,Kentucky,36.4,12
26059,Hillsdale County,Michigan,36.4,7.5
41043,Linn County,Oregon,36.4,6.8
47077,Henderson County,Tennessee,36.4,6.6
55078,Menominee County,Wisconsin,36.4,6
01097,Mobile County,Alabama,36.5,5.9
35025,Lea County,New Mexico,36.5,12.4
39003,Allen County,Ohio,36.5,3.5
39099,Mahoning County,Ohio,36.5,6.4
45007,Anderson County,South Carolina,36.5,4.9
45085,Sumter County,South Carolina,36.5,8.8
51195,Wise County,Virginia,36.5,7.2
01125,Tuscaloosa County,Alabama,36.6,5.9
20035,Cowley County,Kansas,36.6,6.8
27065,Kanabec County,Minnesota,36.6,17
39093,Lorain County,Ohio,36.6,4.9
12133,Washington County,Florida,36.7,17
24001,Allegany County,Maryland,36.7,8.1
31025,Cass County,Nebraska,36.7,4.1
39139,Richland County,Ohio,36.7,8.1
08087,Morgan County,Colorado,36.8,10.4
22101,St. Mary Parish,Louisiana,36.8,8.3
27147,Steele County,Minnesota,36.8,5.1
28007,Attala County,Mississippi,36.8,19.9
29195,Saline County,Missouri,36.8,5.4
20055,Finney County,Kansas,36.9,2.5
20057,Ford County,Kansas,36.9,2.2
26091,Lenawee County,Michigan,36.9,10.5
27105,Nobles County,Minnesota,36.9,3.9
39145,Scioto County,Ohio,36.9,8.9
42111,Somerset County,Pennsylvania,36.9,7.6
45059,Laurens County,South Carolina,36.9,8.4
47125,Montgomery County,Tennessee,36.9,10.6
13175,Laurens County,Georgia,37,9.4
18141,St. Joseph County,Indiana,37,3.4
24045,Wicomico County,Maryland,37,5.8
28147,Walthall County,Mississippi,37,12.8
39023,Clark County,Ohio,37,5.1
47053,Gibson County,Tennessee,37,5.9
48039,Brazoria County,Texas,37,11.8
02180,Nome Census Area,Alaska,37.1,0.2
05027,Columbia County,Arkansas,37.1,7.5
24039,Somerset County,Maryland,37.1,5.3
26073,Isabella County,Michigan,37.1,5.2
26075,Jackson County,Michigan,37.1,6.9
26145,Saginaw County,Michigan,37.1,5.7
26163,Wayne County,Michigan,37.1,5.4
28087,Lowndes County,Mississippi,37.1,4.8
45075,Orangeburg County,South Carolina,37.1,13.9
54051,Marshall County,West Virginia,37.1,8.5
05019,Clark County,Arkansas,37.2,5.9
19133,Monona County,Iowa,37.2,8.7
35031,Mckinley County,New Mexico,37.2,7.6
39117,Morrow County,Ohio,37.2,11.4
39119,Muskingum County,Ohio,37.2,10
40131,Rogers County,Oklahoma,37.2,4.4
45035,Dorchester County,South Carolina,37.2,11
54079,Putnam County,West Virginia,37.2,7.1
21043,Carter County,Kentucky,37.3,9.2
21177,Muhlenberg County,Kentucky,37.3,9.4
26049,Genesee County,Michigan,37.3,10.6
28047,Harrison County,Mississippi,37.3,5.4
38101,Ward County,North Dakota,37.3,6.3
40051,Grady County,Oklahoma,37.3,6.8
12039,Gadsden County,Florida,37.4,8.7
20173,Sedgwick County,Kansas,37.4,2.6
22079,Rapides Parish,Louisiana,37.4,6.6
31015,Boyd County,Nebraska,37.4,10.5
40039,Custer County,Oklahoma,37.4,8
45049,Hampton County,South Carolina,37.4,16.2
46007,Bennett County,South Dakota,37.4,2.4
47073,Hawkins County,Tennessee,37.4,8.1
48409,San Patricio County,Texas,37.4,5.4
12123,Taylor County,Florida,37.5,10.3
19105,Jones County,Iowa,37.5,7
19193,Woodbury County,Iowa,37.5,2.7
20121,Miami County,Kansas,37.5,6.5
30035,Glacier County,Montana,37.5,0.5
36049,Lewis County,New York,37.5,8.7
47149,Rutherford County,Tennessee,37.5,10
48355,Nueces County,Texas,37.5,3.1
54035,Jackson County,West Virginia,37.5,11.3
04027,Yuma County,Arizona,37.6,5
21193,Perry County,Kentucky,37.6,6.4
24043,Washington County,Maryland,37.6,12.3
54039,Kanawha County,West Virginia,37.6,4
12063,Jackson County,Florida,37.7,10
18003,Allen County,Indiana,37.7,4.2
20177,Shawnee County,Kansas,37.7,3.2
31053,Dodge County,Nebraska,37.7,4.9
35006,Cibola County,New Mexico,37.7,9.5
39087,Lawrence County,Ohio,37.7,3.8
48021,Bastrop County,Texas,37.7,18.8
54107,Wood County,West Virginia,37.7,4
01091,Marengo County,Alabama,37.8,13.4
01095,Marshall County,Alabama,37.8,9.6
18095,Madison County,Indiana,37.8,7.8
22009,Avoyelles Parish,Louisiana,37.8,15.9
39043,Erie County,Ohio,37.8,5.5
47113,Madison County,Tennessee,37.8,4.3
54053,Mason County,West Virginia,37.8,9.3
26121,Muskegon County,Michigan,37.9,4.7
53025,Grant County,Washington,37.9,4.6
19015,Boone County,Iowa,38.1,4.7
28099,Neshoba County,Mississippi,38.1,9.9
51650,Hampton City,Virginia,38.1,4.8
06019,Fresno County,California,38.2,5
21089,Greenup County,Kentucky,38.2,5.8
31089,Holt County,Nebraska,38.2,4.2
39047,Fayette County,Ohio,38.2,12.3
53015,Cowlitz County,Washington,38.2,11
54049,Marion County,West Virginia,38.2,5.3
19127,Marshall County,Iowa,38.3,6.1
20209,Wyandotte County,Kansas,38.3,3.3
48061,Cameron County,Texas,38.3,2.6
55027,Dodge County,Wisconsin,38.3,7.2
05031,Craighead County,Arkansas,38.4,5.2
48005,Angelina County,Texas,38.5,7
51067,Franklin County,Virginia,38.5,9.8
19155,Pottawattamie County,Iowa,38.6,3.8
20111,Lyon County,Kansas,38.6,4.3
21133,Letcher County,Kentucky,38.6,11.4
27161,Waseca County,Minnesota,38.6,4.9
28049,Hinds County,Mississippi,38.7,3.1
39053,Gallia County,Ohio,38.7,11
51700,Newport News City,Virginia,38.7,6.3
54081,Raleigh County,West Virginia,38.7,9.3
01069,Houston County,Alabama,38.8,4.5
31035,Clay County,Nebraska,38.8,4.6
20125,Montgomery County,Kansas,38.9,4
22017,Caddo Parish,Louisiana,38.9,4
39011,Auglaize County,Ohio,38.9,3
39079,Jackson County,Ohio,38.9,11.2
47071,Hardin County,Tennessee,38.9,9.3
54005,Boone County,West Virginia,38.9,13.8
20155,Reno County,Kansas,39.2,4.2
23003,Aroostook County,Maine,39.2,5.6
28083,Leflore County,Mississippi,39.2,3.9
48245,Jefferson County,Texas,39.2,5.5
01007,Bibb County,Alabama,39.3,11.3
31079,Hall County,Nebraska,39.3,3.9
12051,Hendry County,Florida,39.4,21.7
51117,Mecklenburg County,Virginia,39.4,8.6
20013,Brown County,Kansas,39.5,3.3
21195,Pike County,Kentucky,39.5,7.1
31043,Dakota County,Nebraska,39.6,2.1
36075,Oswego County,New York,39.6,5.5
39007,Ashtabula County,Ohio,39.6,7.3
46137,Ziebach County,South Dakota,39.6,3.7
10001,Kent County,Delaware,39.7,10.5
48361,Orange County,Texas,39.8,4.6
54077,Preston County,West Virginia,39.8,14.8
28027,Coahoma County,Mississippi,39.9,8.8
40081,Lincoln County,Oklahoma,39.9,14.9
39141,Ross County,Ohio,40,10.3
28075,Lauderdale County,Mississippi,40.2,5.5
31131,Otoe County,Nebraska,40.2,5.4
40101,Muskogee County,Oklahoma,40.2,6.5
54045,Logan County,West Virginia,40.2,16.1
28011,Bolivar County,Mississippi,40.4,4.5
47011,Bradley County,Tennessee,40.5,4
47111,Macon County,Tennessee,40.8,21.4
22109,Terrebonne Parish,Louisiana,40.9,10.2
38061,Mountrail County,North Dakota,40.9,6.8
40031,Comanche County,Oklahoma,40.9,3.1
45089,Williamsburg County,South Carolina,40.9,21
28107,Panola County,Mississippi,41,9.5
46041,Dewey County,South Dakota,41,2
31147,Richardson County,Nebraska,41.1,3.2
21095,Harlan County,Kentucky,41.2,10.1
37155,Robeson County,North Carolina,41.2,7.1
24011,Caroline County,Maryland,41.3,15.5
28067,Jones County,Mississippi,41.3,5.6
46102,Oglala Lakota County,South Dakota,41.4,4.7
31173,Thurston County,Nebraska,41.5,4.9
21019,Boyd County,Kentucky,41.6,5.9
36033,Franklin County,New York,41.6,6.1
22001,Acadia Parish,Louisiana,41.7,10.1
28035,Forrest County,Mississippi,41.9,5
01047,Dallas County,Alabama,42,13.3
19197,Wright County,Iowa,42,4
12059,Holmes County,Florida,42.6,14.1
28151,Washington County,Mississippi,42.6,3.4
28113,Pike County,Mississippi,42.8,9.7
24017,Charles County,Maryland,43.1,33.6
54059,Mingo County,West Virginia,43.5,19.2
28133,Sunflower County,Mississippi,43.7,4.4
38079,Rolette County,North Dakota,44.3,2
48215,Hidalgo County,Texas,45.4,4.2
US Diabetes Surveillance System; www.cdc.gov/diabetes/data; Division of Diabetes Translation - Centers for Disease Control and Prevention.
